name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang
CZYKIER Damian,CZYKIER D,Damian CZYKIER,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,10/08/1992,BIALYSTOK,Poland,WARSAW,Poland,"English, Polish"
DUSZYNSKI Kajetan,DUSZYNSKI K,Kajetan DUSZYNSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,12/05/1995,SIEMIANOWICE SLASKIE,Poland,LODZ,Poland,"English, Polish"
ELLWARD Agnieszka,ELLWARD A,Agnieszka ELLWARD,Female,Alternate Athlete,POL,Poland,Poland,Poland,Poland,POL,26/03/1989,,,,,
FAJDEK Pawel,FAJDEK P,Pawel FAJDEK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,04/06/1989,SWIEBODZICE,Poland,ZAROW,Poland,"English, Polish"
FORMELLA Aleksandra,FORMELLA A,Aleksandra FORMELLA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,27/10/2001,,,,,Polish
GRZEGORZEWICZ Patryk,GRZEGORZEWICZ P,Patryk GRZEGORZEWICZ,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,26/05/2002,RACIBORZ,Poland,RACIBORZ,Poland,"English, Polish"
HOROWSKA Nikola,HOROWSKA N,Nikola HOROWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,03/01/2001,SWIETNO,Poland,SWIETNO,Poland,Polish
KACZMAREK Natalia,KACZMAREK N,Natalia KACZMAREK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,17/01/1998,DREZDENKO,Poland,,,Polish
KARDASZ Klaudia,KARDASZ K,Klaudia KARDASZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,02/05/1996,BIALYSTOK,Poland,BIALYSTOK,Poland,Polish
KILJAN Krzysztof,KILJAN K,Krzysztof KILJAN,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,30/12/1999,WARSAW,Poland,LOMIANKI,Poland,Polish
KOMANSKI Albert,KOMANSKI A,Albert KOMANSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,07/02/2000,SANOK,Poland,RZESZOW,Poland,Polish
KONIECZEK Aneta,KONIECZEK A,Aneta KONIECZEK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,08/06/1997,WOLSZTYN,Poland,,,"English, Polish"
KONIECZEK Alicja,KONIECZEK A,Alicja KONIECZEK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,02/11/1994,NOWYM TOMYSIU,Poland,"ALBUQUERQUE, NM",United States,"English, German, Polish"
KOPRON Malwina,KOPRON M,Malwina KOPRON,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,16/11/1994,PULAWY,Poland,PULAWY,Poland,"English, Polish"
KOTWILA Martyna,KOTWILA M,Martyna KOTWILA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,13/01/1999,RADOM,Poland,RADOM,Poland,Polish
KRUKOWSKI Marcin,KRUKOWSKI M,Marcin KRUKOWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,14/06/1992,WARSAW,Poland,WARSAW,Poland,"English, Polish, Russian"
KUS Anastazja,KUS A,Anastazja KUS,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,11/05/2007,,,,,Polish
LISEK Piotr,LISEK P,Piotr LISEK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,16/08/1992,DUSZNIKI,Poland,SZCZECIN,Poland,"English, Polish"
LISOWSKA Aleksandra,LISOWSKA A,Aleksandra LISOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,12/12/1990,BRANIEWO,Poland,OLSZTYN,Poland,Polish
LIZAKOWSKA Weronika,LIZAKOWSKA W,Weronika LIZAKOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,02/11/1998,KOSCIERZYNA,Poland,KOSCIERZYNA,Poland,Polish
MACH Angelika,MACH A,Angelika MACH,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,07/09/1991,TARNOGROD,Poland,WARSAW,Poland,"Polish, Russian"
NIEMCZYK Magdalena,NIEMCZYK M,Magdalena NIEMCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,25/03/2003,,,,,Polish
NOWICKI Wojciech,NOWICKI W,Wojciech NOWICKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,22/02/1989,BIALYSTOK,Poland,BIALYSTOK,Poland,"English, Polish"
PLOCINSKA Aleksandra,PLOCINSKA A,Aleksandra PLOCINSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,05/10/1999,WARSAW,Poland,KONSTANCIN-JEZIORNA,Poland,Polish
RAK Fili,RAK F,Filip RAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,03/02/2003,,,,,Polish
ROMASZKO Monika,ROMASZKO M,Monika ROMASZKO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,13/04/2002,,,,,
SKRZYSZOWSKA Pia,SKRZYSZOWSKA P,Pia SKRZYSZOWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,20/04/2001,WARSAW,Poland,WARSAW,Poland,Polish
SOBERA Robert,SOBERA R,Robert SOBERA,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,19/01/1991,WROCLAW,Poland,WROCLAW,Poland,Polish
SOLTYSIAK Daniel,SOLTYSIAK D,Daniel SOLTYSIAK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,06/09/2001,,,,,Polish
STEFANOWICZ Magdalena,STEFANOWICZ M,Magdalena STEFANOWICZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,21/09/2000,,,BYTOM,Poland,Polish
TSIMANOUSKAYA Krystsina,TSIMANOUSKAYA K,Krystsina TSIMANOUSKAYA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,19/11/1996,KLIMAVICHY,Belarus,WARSAW,Poland,"Polish, Russian"
WIELGOSZ Anna,WIELGOSZ A,Anna WIELGOSZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,09/11/1993,NISKO,Poland,,,"English, Polish"
WLODARCZYK Anita,WLODARCZYK A,Anita WLODARCZYK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,08/08/1985,RAWICZ,Poland,WARSAW,Poland,"English, Polish"
ZALEWSKI Karol,ZALEWSKI K,Karol ZALEWSKI,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,07/08/1993,,Poland,OLSZTYN,Poland,"English, Polish"
ZDZIEBLO Katarzyna,ZDZIEBLO K,Katarzyna ZDZIEBLO,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,28/11/1996,MIELEC,Poland,MIELEC,Poland,"English, Polish"
ZODZIK Maria,ZODZIK M,Maria ZODZIK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,19/01/1997,BARANAVITSY,Belarus,BIALYSTOK,Poland,"Polish, Russian"
MANSSON Tilda,MANSSON T,Tilda MANSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,13/05/2004,,,UPPLANDS V?SBY,Sweden,"English, Swedish"
VICTOR Lindon,VICTOR L,Lindon VICTOR,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,28/02/1993,LA FEMME,Grenada,"FORT WORTH, TX",United States,English
PETERS Anderson,PETERS A,Anderson PETERS,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,21/10/1997,ST. ANDREWS,Grenada,GRENVILLE,Grenada,English
AYAYI Valeriane,AYAYI V,Valeriane AYAYI,Female,Athlete,FRA,France,France,France,France,FRA,29/04/1994,BORDEAUX,France,PRAGUE,Czechia,French
BADIANE Marieme,BADIANE M,Marieme BADIANE,Female,Athlete,FRA,France,France,France,France,FRA,24/11/1994,BREST,France,,France,French
BERNIES Romane,BERNIES R,Romane BERNIES,Female,Athlete,FRA,France,France,France,France,FRA,27/06/1993,AGEN,France,,France,French
CHERY Alexia,CHERY A,Alexia CHERY,Female,Athlete,FRA,France,France,France,France,FRA,05/09/1998,LE MANS,France,,France,French
FAUTHOUX Marine,FAUTHOUX M,Marine FAUTHOUX,Female,Athlete,FRA,France,France,France,France,FRA,23/01/2001,PAU,France,,,French
JOHANNES Marine,JOHANNES M,Marine JOHANNES,Female,Athlete,FRA,France,France,France,France,FRA,21/01/1995,LISIEUX,France,LYON,,"English, French"
LACAN Leila,LACAN L,Leila LACAN,Female,Athlete,FRA,France,France,France,France,FRA,02/06/2004,RODEZ,France,,France,French
MALONGA Dominique,MALONGA D,Dominique MALONGA,Female,Athlete,FRA,France,France,France,France,FRA,16/11/2005,YAOUNDE,Cambodia,,France,French
MICHEL BOURY Sarah,MICHEL BOURY S,Sarah MICHEL BOURY,Female,Athlete,FRA,France,France,France,France,FRA,10/01/1989,RIS-ORANGIS,France,,,French
RUPERT Iliana,RUPERT I,Iliana RUPERT,Female,Athlete,FRA,France,France,France,France,FRA,12/07/2001,SEVRES,France,,France,French
SALAUN Janelle,SALAUN J,Janelle SALAUN,Female,Athlete,FRA,France,France,France,France,FRA,05/09/2001,PARIS,France,,France,French
WILLIAMS Gabby,WILLIAMS G,Gabby WILLIAMS,Female,Athlete,FRA,France,France,France,France,FRA,09/09/1996,"SPARKS, NV",United States,,,"English., French"
DIARRA Lassine,DIARRA L,Lassine DIARRA,Male,Athlete,MLI,Mali,Mali,Mali,Mali,MLI,11/11/2002,BAMAKO,Mali,,France,French
ALBICY Andrew,ALBICY A,Andrew ALBICY,Male,Athlete,FRA,France,France,France,France,FRA,21/03/1990,SEVRES,France,,,"English., French., Spanish"
BATUM Nicolas,BATUM N,Nicolas BATUM,Male,Athlete,FRA,France,France,France,France,FRA,14/12/1988,LISIEUX,France,,,"English., French"
de COLO Nando,de COLO N,Nando de COLO,Male,Athlete,FRA,France,France,France,France,FRA,23/06/1987,SAINTE-CATHERINE-LES-ARRAS,France,,,"English, French, Spanish"
FOURNIER Evan,FOURNIER E,Evan FOURNIER,Male,Athlete,FRA,France,France,France,France,FRA,29/10/1992,CHARENTON,France,"ORANGE COUNTY, FL",United States,"English., French"
GOBERT Rudy,GOBERT R,Rudy GOBERT,Male,Athlete,FRA,France,France,France,France,FRA,26/06/1992,SAINT-QUENTIN,France,"MINNEAPOLIS, MN",United States,"English., French"
LESSORT Mathias,LESSORT M,Mathias LESSORT,Male,Athlete,FRA,France,France,France,France,FRA,29/09/1995,"FORT-DE-FRANCE, MARTINIQUE",France,,,French
NTILIKINA Frank,NTILIKINA F,Frank NTILIKINA,Male,Athlete,FRA,France,France,France,France,FRA,28/07/1998,IXELLES,Belgium,,United States,"English., French"
YABUSELE Guerschon,YABUSELE G,Guerschon YABUSELE,Male,Athlete,FRA,France,France,France,France,FRA,17/12/1995,DREUX,France,,,"English., French"
WEMBANYAMA Victor,WEMBANYAMA V,Victor WEMBANYAMA,Male,Athlete,FRA,France,France,France,France,FRA,04/01/2004,LE CHESNAY,France,,,"English., French"
CORDINIER Isaia,CORDINIER I,Isaia CORDINIER,Male,Athlete,FRA,France,France,France,France,FRA,28/11/1996,PARIS,France,,,French
COULIBALY Bilal,COULIBALY B,Bilal COULIBALY,Male,Athlete,FRA,France,France,France,France,FRA,26/07/2004,SAINT-CLOUD,France,,,"English., French"
STRAZEL Matthew,STRAZEL M,Matthew STRAZEL,Male,Athlete,FRA,France,France,France,France,FRA,05/08/2002,BOURG-LE-REINE,France,,France,French
STENSILS Linnea,STENSILS L,Linnea STENSILS,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,08/03/1994,VAXHOLM,Sweden,VAXHOLM,Sweden,"English, Swedish"
NATHELL Martin,NATHELL M,Martin NATHELL,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,18/01/1995,ANGELHOLMS,Sweden,,,Swedish
ANDERSSON Melina,ANDERSSON M,Melina ANDERSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,27/07/1999,NORRKOPING,Sweden,,,Swedish
WIKBERG Moa,WIKBERG M,Moa WIKBERG,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,25/05/1994,VALLENTUNA,Sweden,STOCKHOLM,Sweden,Swedish
HAZZARD Halle,HAZZARD H,Halle HAZZARD,Female,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,04/02/1999,"COMMACK, NY",United States,"LOS ANGELES, CA",United States,English
BRIZARD Antoine,BRIZARD A,BRIZARD,Male,Athlete,FRA,France,France,France,France,FRA,22/05/1994,POITIERS,France,,,"English, French"
CARLE Timothee,CARLE T,CARLE,Male,Athlete,FRA,France,France,France,France,FRA,30/11/1995,,,,,French
CHINENYEZE Barthelemy,CHINENYEZE B,CHINENYEZE,Male,Athlete,FRA,France,France,France,France,FRA,28/02/1998,COUDEKERQUE-BRANCHE,France,,,"English, French"
CLEVENOT Trevor,CLEVENOT T,CLEVENOT,Male,Athlete,FRA,France,France,France,France,FRA,28/06/1994,ROYAN,France,,,"English, French, Italian"
FAURE Theo,FAURE T,FAURE,Male,Athlete,FRA,France,France,France,France,FRA,12/10/1999,,,,,French
GREBENNIKOV Jenia,GREBENNIKOV J,GREBENNIKOV,Male,Athlete,FRA,France,France,France,France,FRA,13/08/1990,RENNES,France,,,"English, French, Italian, Russian"
JOUFFROY Quentin,JOUFFROY Q,JOUFFROY,Male,Athlete,FRA,France,France,France,France,FRA,05/07/1993,GRENOBLE,France,,,"English, French"
le GOFF Nicolas,le GOFF N,LE GOFF,Male,Athlete,FRA,France,France,France,France,FRA,15/02/1992,PARIS,France,,,French
LOUATI Yacine,LOUATI Y,LOUATI,Male,Athlete,FRA,France,France,France,France,FRA,04/03/1992,TOURCOING,France,,,French
NGAPETH Earvin,NGAPETH E,NGAPETH,Male,Athlete,FRA,France,France,France,France,FRA,12/02/1991,SAINT-RAPHAEL,France,,,"English, French, Italian"
PATRY Jean,PATRY J,PATRY,Male,Athlete,FRA,France,France,France,France,FRA,27/12/1996,MONTPELLIER,France,,,"French, Italian"
TILLIE Kevin,TILLIE K,TILLIE,Male,Athlete,FRA,France,France,France,France,FRA,02/11/1990,CAGNES-SUR-MER,France,,,"Dutch, English, French, Italian"
TONIUTTI Benjamin,TONIUTTI B,TONIUTTI,Male,Athlete,FRA,France,France,France,France,FRA,30/10/1989,MULHOUSE,France,,,"English, French"
GROBBELAAR Christie,GROBBELAAR C,Christie GROBBELAAR,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,25/05/2000,,,,,English
OOSTHUIZEN Ryan,OOSTHUIZEN R,Ryan OOSTHUIZEN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,22/05/1995,STELLENBOSCH,South Africa,CAPE TOWN,South Africa,"Afrikaans, English"
VISSER Impi,VISSER I,Impi VISSER,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,30/05/1995,PONGOLA,South Africa,,,"Afrikaans, English"
DAVIDS Zain,DAVIDS Z,Zain DAVIDS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,04/05/1997,CAPE TOWN,South Africa,CAPE TOWN,South Africa,English
PRETORIUS Tiaan,PRETORIUS T,Tiaan PRETORIUS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,19/02/2001,,,CAPE TOWN,South Africa,English
BROWN Ronald,BROWN R,Ronald BROWN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,02/09/1995,MONTAGU,South Africa,,,English
WILLIAMS Shaun,WILLIAMS S,Shaun WILLIAMS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,13/04/1998,RUSTENBURG,South Africa,,,English
SOYIZWAPI Siviwe,SOYIZWAPI S,Siviwe SOYIZWAPI,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,07/12/1992,MTHATA,South Africa,,,English
van WYK Shilton,van WYK S,Shilton van WYK,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,22/12/1999,,,STELLENBOSCH,South Africa,English
SPECMAN Rosko,SPECMAN R,Rosko SPECMAN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,28/04/1989,GRAHAMSTOWN,South Africa,GRAHAMSTOWN,South Africa,"Afrikaans, English"
LEYDS Tristan,LEYDS T,Tristan LEYDS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,24/05/1997,CAPE TOWN,South Africa,CAPE TOWN,South Africa,English
ORTEGA Alejandra,ORTEGA A,Alejandra ORTEGA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,08/07/1994,MEXICO CITY,Mexico,MEXICO CITY,Mexico,Spanish
MERCADO MARTINEZ Yarimar,MERCADO MARTINEZ Y,Yarimar MERCADO MARTINEZ,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,12/03/1995,PONCE,Puerto Rico,YAUCO,Puerto Rico,"English, Spanish"
BEDDOES Alex,BEDDOES A,Alex BEDDOES,Male,Athlete,COK,Cook Islands,Cook Islands,New Zealand,New Zealand,NZL,09/07/1995,RAROTONGA,New Zealand,RAROTONGA,New Zealand,English
CONNOLLY Lanihei,CONNOLLY L,Lanihei CONNOLLY,Female,Athlete,COK,Cook Islands,Cook Islands,New Zealand,New Zealand,NZL,30/12/2005,,,,Australia,English
PINEIRO Steven,PINEIRO S,Steven PINEIRO,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,17/11/1996,"NEW LONDON, CT",United States,,,Spanish
TRAN Thi Nhi Yen,TRAN TNY,Thi Nhi Yen TRAN,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,09/07/2005,,Vietnam,,,Vietnamese
JUN Woongtae,JUN W,JUN Woongtae,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,01/08/1995,SEOUL,Korea,SEOUL,Korea,Korean
KIM Sunwoo,KIM S,KIM Sunwoo,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,07/10/1996,,Korea,,,
SEO Changwan,SEO C,SEO Changwan,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,14/03/1997,,Korea,,,Korean
SEONG Seungmin,SEONG S,SEONG Seungmin,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,13/05/2003,DAEGU,Korea,,,Korean
TRINH Thu Vinh,TRINH TV,Thu Vinh TRINH,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,21/09/2000,THANH HOA,Vietnam,THANH HOA,Vietnam,Vietnamese
LE Thi Mong Tuyen,LE TMT,Thi Mong Tuyen Le,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,22/02/2003,,,HO CHI MINH CITY,Vietnam,Vietnamese
LIN Yun-Ju,LIN YJ,LIN Yun-Ju,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,17/08/2001,YILAN,Chinese Taipei,,,Mandarin
CHUANG Chih-Yuan,CHUANG CY,CHUANG Chih-Yuan,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,02/04/1981,KAOHSIUNG,Chinese Taipei,,,Mandarin
KAO Cheng-Jui,KAO CJ,KAO Cheng-Jui,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,25/12/2004,TAIPEI,Chinese Taipei,,,Mandarin
CHENG I-Ching,CHENG IC,CHENG I-Ching,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,15/02/1992,,Chinese Taipei,,,Mandarin
CHEN Szu-Yu,CHEN SY,CHEN Szu-Yu,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,01/08/1993,TAIPEI,Chinese Taipei,NEW TAIPEI,Chinese Taipei,Mandarin
CHIEN Tung-Chuan,CHIEN TC,CHIEN Tung-Chuan,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,01/01/2002,,,,,
TANG Chia-Hung,TANG CH,TANG Chia-Hung,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,23/09/1996,TAIPEI,Chinese Taipei,TAIPEI,Chinese Taipei,Mandarin
TING Hua-Tien,TING HT,TING Hua-Tien,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,11/10/2002,,Chinese Taipei,,,"English, Mandarin"
TSAO Chia Yi,TSAO CY,TSAO Chia Yi,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,02/12/2003,NEW TAIPEI CITY,Chinese Taipei,,,"English, Mandarin"
THOMSEN Marcus,THOMSEN M,Marcus THOMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,07/01/1998,VOSS,Norway,VAXJO,Sweden,"Danish, Norwegian"
HENRIKSEN Eivind,HENRIKSEN E,Eivind HENRIKSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,14/09/1990,OSLO,Norway,OSLO,Norway,"English, Norwegian"
IUEL Amalie,IUEL A,Amalie IUEL,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,17/04/1994,AALBORG,Denmark,OSLO,Norway,"English, Norwegian"
JAEGER Henriette,JAEGER H,Henriette JAEGER,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,30/06/2003,AREMARK,Norway,AREMARK,Norway,Norwegian
MOEN Sondre Nordstad,MOEN SN,Sondre Nordstad MOEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,12/01/1991,TRONDHEIM,Norway,SESTRIERE,Italy,"English, Norwegian"
ROOTH Markus,ROOTH M,Markus ROOTH,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,22/12/2001,OSLO,Norway,OSLO,Norway,Norwegian
RETZIUS Lene Onsrud,RETZIUS LO,Lene Onsrud RETZIUS,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,04/01/1996,MOELV,Norway,BASEL,Switzerland,"English, German, Norwegian"
KLOSTER Line,KLOSTER L,Line KLOSTER,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,27/02/1990,,Norway,ASKER,Norway,"English, Norwegian"
GUTTORMSEN Simen,GUTTORMSEN Si,Simen GUTTORMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,19/01/2001,"DAVIS, CA",United States,"DURHAM, NC",United States,"English, Norwegian"
GUTTORMSEN Sondre,GUTTORMSEN So,Sondre GUTTORMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,01/06/1999,"DAVIS, CA",United States,,,"English, Norwegian"
MEZNGI Zerei Kbrom,MEZNGI ZK,Zerei Kbrom MEZNGI,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,12/01/1986,,Eritrea,TANANGER,Norway,Norwegian
INGVALDSEN Havard Bentdal,INGVALDSEN HB,Havard Bentdal INGVALDSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,21/09/2002,MOELV,Norway,MOELV,Norway,Norwegian
GROVDAL Karoline Bjerkeli,GROVDAL KB,Karoline Bjerkeli GROVDAL,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,14/06/1990,ALESUND,Norway,OSLO,Norway,"English, Norwegian"
LILLEFOSSE Pal Haugen,LILLEFOSSE PH,Pal Haugen LILLEFOSSE,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,04/06/2001,,,,,Norwegian
MARDAL Thomas,MARDAL T,Thomas MARDAL,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,16/04/1997,GLOPPEN,Norway,OSLO,Norway,"English, Norwegian"
SKOTHEIM Sander,SKOTHEIM S,Sander SKOTHEIM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,31/05/2002,OSLO,Norway,OSLO,Norway,Norwegian
MOL Anders Berntsen,MOL AB,Anders Berntsen MOL,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,02/07/1997,STORD,Norway,,Norway,"English, Norwegian"
SOERUM Christian Sandlie,SOERUM CS,Christian Sandlie SOERUM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,03/12/1995,OSLO,Norway,RAELINGEN,Norway,"English, Norwegian"
HOFSTAD Sunniva,HOFSTAD S,Sunniva HOFSTAD,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,17/07/2004,,,,,"English, Norwegian"
SHIHA Omar,SHIHA O,Omar SHIHA,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,03/02/1999,,Norway,OSLO,Norway,"Arabic, Norwegian"
AMUNDSEN Kristine Strand,AMUNDSEN KS,Kristine Strand AMUNDSEN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,26/04/1998,,,,,Norwegian
SLETSJOEE Anna Margrete,SLETSJOEE AM,Anna Margrete SLETSJOEE,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,22/12/1997,STABBEK,Norway,OSLO,Norway,"English, Norwegian"
VIRIK Maria,VIRIK M,Maria VIRIK,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,04/12/1999,,,OSLO,Norway,"English, Norwegian"
ORITSLAND Hedda,ORITSLAND H,Hedda ORITSLAND,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,08/01/1999,BAERUMS VERK,Norway,,,"English, Norwegian"
ROEHME Knut,ROEHME K,Knut ROEHME,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,25/09/1999,,,LEIRSUND,Norway,"English, Norwegian"
WAERENSKJOLD Soeren,WAERENSKJOLD S,Soeren WAERENSKJOLD,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,12/03/2000,MANDAL,Norway,,,"English, Norwegian"
EDSETH Marte Berg,EDSETH MB,Marte Berg EDSETH,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,06/10/1998,OSLO,Norway,OSLO,Norway,"English, Norwegian"
FOSS Tobias,FOSS T,Tobias FOSS,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,25/05/1997,VINGROM,Norway,ANDORRA,Andorra,"English, Norwegian"
GASKJENN Ingvild,GASKJENN I,Ingvild GASKJENN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,01/07/1998,HORTEN,Norway,,,"English, Norwegian"
STENBERG Anita,STENBERG A,Anita STENBERG,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,28/08/1992,DRAMMEN,Norway,MALLORCA,Spain,"Danish, English, Hungarian, Norwegian, Spanish"
TUXEN Helle,TUXEN H,Helle TUXEN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,04/09/2001,STAVANGER,Norway,,Norway,"English, Norwegian"
FREESE Isabel,FREESE I,Isabel FREESE,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,19/01/1979,OSLO,Norway,MUHLEN,Germany,"English, German, Norwegian"
GULLIKSEN Victoria,GULLIKSEN V,Victoria GULLIKSEN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,23/02/1992,,,KNOKKE,Belgium,"English, Norwegian"
STAVNAR Madelene,STAVNAR M,Madelene STAVNAR,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,09/12/2000,TONSBERG,Norway,,,"English, Norwegian"
