person,person_label,genders,dobs,countries,continents,hasMiddleName,hasNoLastName,person_label_norm,hasDifficultName,difficult_reason,surName,lastName,iso_country
http://www.wikidata.org/entity/Q101555039,Susanti Dewi,female,1981-02-25T00:00:00Z,Indonesia,Asia,False,False,Susanti Dewi,False,,Susanti,Dewi,ID
http://www.wikidata.org/entity/Q101555549,Jun Ye-jin,female,1994-04-21T00:00:00Z,South Korea,Asia,False,False,Jun Ye-jin,True,hyphen,Jun,Ye-jin,KR
http://www.wikidata.org/entity/Q101564486,Rina Ouziel Blumenthal,female,1944-01-01T00:00:00Z,Israel,Asia,True,False,Rina Ouziel Blumenthal,True,middleName,,,IL
http://www.wikidata.org/entity/Q1015701,Sister Mayo,female,1974-07-26T00:00:00Z,Japan,Asia,False,False,Sister Mayo,False,,Sister,Mayo,JP
http://www.wikidata.org/entity/Q101575908,Maria Lacruna,female,2000-01-01T00:00:00Z,Timor-Leste,Asia,False,False,Maria Lacruna,False,,Maria,Lacruna,TL
http://www.wikidata.org/entity/Q101579977,Yafah Hauzer,female,1944-11-10T00:00:00Z,Israel,Asia,False,False,Yafah Hauzer,False,,Yafah,Hauzer,IL
http://www.wikidata.org/entity/Q101580391,Rina Havron,female,1925-08-28T00:00:00Z,Israel,Asia,False,False,Rina Havron,False,,Rina,Havron,IL
http://www.wikidata.org/entity/Q101583695,Olyria Roy,female,1987-11-18T00:00:00Z,Soviet Union,,False,False,Olyria Roy,False,,Olyria,Roy,
http://www.wikidata.org/entity/Q101583869,Florence Giovani,female,1991-11-07T00:00:00Z,Indonesia,Asia,False,False,Florence Giovani,False,,Florence,Giovani,ID
http://www.wikidata.org/entity/Q101584348,Elina Mazur,female,1965-06-20T00:00:00Z,Soviet Union,,False,False,Elina Mazur,False,,Elina,Mazur,
http://www.wikidata.org/entity/Q101584452,Marina Dzhigarkhanyan,female,1954-02-23T00:00:00Z,Soviet Union,,False,False,Marina Dzhigarkhanyan,False,,Marina,Dzhigarkhanyan,
http://www.wikidata.org/entity/Q101586282,Rukhsana Parveen,female,1992-01-01T00:00:00Z,Pakistan,Asia,False,False,Rukhsana Parveen,False,,Rukhsana,Parveen,PK
http://www.wikidata.org/entity/Q101606971,Eranga Rashila Dulakshi,female,1991-03-21T00:00:00Z,Sri Lanka,Asia,True,False,Eranga Rashila Dulakshi,True,middleName,,,LK
http://www.wikidata.org/entity/Q1016074,Umi Tenjin,female,1950-01-01T00:00:00Z,Japan,Asia,False,False,Umi Tenjin,False,,Umi,Tenjin,JP
http://www.wikidata.org/entity/Q101616064,Pushpa Kumari Kohli,female,1990-01-01T00:00:00Z,Pakistan,Asia,True,False,Pushpa Kumari Kohli,True,middleName,,,PK
http://www.wikidata.org/entity/Q101625823,Ruthy Pribar,female,1982-07-02T00:00:00Z,Israel,Asia,False,False,Ruthy Pribar,False,,Ruthy,Pribar,IL
http://www.wikidata.org/entity/Q101646214,Fatema Chowdhury Paru,female,1944-08-04T00:00:00Z,Bangladesh,Asia,True,False,Fatema Chowdhury Paru,True,middleName,,,BD
http://www.wikidata.org/entity/Q101652299,Wakana Matsumoto,female,2007-09-01T00:00:00Z,Japan,Asia,False,False,Wakana Matsumoto,False,,Wakana,Matsumoto,JP
http://www.wikidata.org/entity/Q101658477,Tharanga Vinodani,female,1984-03-15T00:00:00Z,Sri Lanka,Asia,False,False,Tharanga Vinodani,False,,Tharanga,Vinodani,LK
http://www.wikidata.org/entity/Q1016653,Ochirbatyn Burmaa,female,1982-05-28T00:00:00Z,Mongolia,Asia,False,False,Ochirbatyn Burmaa,False,,Ochirbatyn,Burmaa,MN
http://www.wikidata.org/entity/Q101667388,Shardha Ghule,female,1991-06-03T00:00:00Z,India,Asia,False,False,Shardha Ghule,False,,Shardha,Ghule,IN
http://www.wikidata.org/entity/Q101691188,Tapasi Mondal,female,1972-03-01T00:00:00Z,India,Asia,False,False,Tapasi Mondal,False,,Tapasi,Mondal,IN
http://www.wikidata.org/entity/Q101691603,Merav Nakar-Sadi,female,1970-07-29T00:00:00Z,Israel,Asia,False,False,Merav Nakar-Sadi,True,hyphen,Merav,Nakar-Sadi,IL
http://www.wikidata.org/entity/Q101706126,Shyamali Pradhan,female,1972-08-02T00:00:00Z,India,Asia,False,False,Shyamali Pradhan,False,,Shyamali,Pradhan,IN
http://www.wikidata.org/entity/Q1017066,Chiaki,female,1971-10-26T00:00:00Z,Japan,Asia,True,True,Chiaki,True,middleName|noLastName,,,JP
http://www.wikidata.org/entity/Q101714359,Rojjana Raklao,female,1993-08-11T00:00:00Z,Thailand,Asia,False,False,Rojjana Raklao,False,,Rojjana,Raklao,TH
http://www.wikidata.org/entity/Q1017184,Yuan Xuefen,female,1922-03-26T00:00:00Z,People's Republic of China,Asia,False,False,Yuan Xuefen,False,,Yuan,Xuefen,CN
http://www.wikidata.org/entity/Q101721515,Amrin Qureshi,female,1998-01-01T00:00:00Z,India,Asia,False,False,Amrin Qureshi,False,,Amrin,Qureshi,IN
http://www.wikidata.org/entity/Q1017226,Arisa Ogasawara,female,1980-09-30T00:00:00Z,Japan,Asia,False,False,Arisa Ogasawara,False,,Arisa,Ogasawara,JP
http://www.wikidata.org/entity/Q1017235,Kanako Mitsuhashi,female,1978-01-10T00:00:00Z,Japan,Asia,False,False,Kanako Mitsuhashi,False,,Kanako,Mitsuhashi,JP
http://www.wikidata.org/entity/Q101728578,Reva Khetrapal,female,1952-09-23T00:00:00Z,India,Asia,False,False,Reva Khetrapal,False,,Reva,Khetrapal,IN
http://www.wikidata.org/entity/Q101728614,Maung Maung San,female,1946-12-29T00:00:00Z,Myanmar,Asia,True,False,Maung Maung San,True,middleName,,,MM
http://www.wikidata.org/entity/Q1017313,Yurika Hino,female,1963-01-16T00:00:00Z,Japan,Asia,False,False,Yurika Hino,False,,Yurika,Hino,JP
http://www.wikidata.org/entity/Q101735986,Roza Kuleshova,female,1940-05-29T00:00:00Z,Soviet Union,,False,False,Roza Kuleshova,False,,Roza,Kuleshova,
http://www.wikidata.org/entity/Q101755059,Hala Abou Hassira,female,1976-10-26T00:00:00Z,State of Palestine,Asia,True,False,Hala Abou Hassira,True,middleName,,,PS
http://www.wikidata.org/entity/Q101755252,Olga Bordashevskaya,female,1919-01-01T00:00:00Z,Soviet Union,,False,False,Olga Bordashevskaya,False,,Olga,Bordashevskaya,
http://www.wikidata.org/entity/Q101757,Jutta Oesterle-Schwerin,female,1941-02-25T00:00:00Z,Israel,Asia,False,False,Jutta Oesterle-Schwerin,True,hyphen,Jutta,Oesterle-Schwerin,IL
http://www.wikidata.org/entity/Q101758448,Zirlyfera Jamil,female,1972-02-15T00:00:00Z,Indonesia,Asia,False,False,Zirlyfera Jamil,False,,Zirlyfera,Jamil,ID
http://www.wikidata.org/entity/Q101758984,Meutia Geumala,female,1974-03-15T00:00:00Z,Indonesia,Asia,False,False,Meutia Geumala,False,,Meutia,Geumala,ID
http://www.wikidata.org/entity/Q101777750,Shahnaz Sumi,female,2001-04-18T00:00:00Z,Bangladesh,Asia,False,False,Shahnaz Sumi,False,,Shahnaz,Sumi,BD
http://www.wikidata.org/entity/Q101802184,Jilan Abdul Majid,female,1969-08-25T00:00:00Z,State of Palestine,Asia,True,False,Jilan Abdul Majid,True,middleName,,,PS
http://www.wikidata.org/entity/Q101807589,Zohra Yusuf,female,1950-05-02T00:00:00Z,Pakistan,Asia,False,False,Zohra Yusuf,False,,Zohra,Yusuf,PK
http://www.wikidata.org/entity/Q101807656,Arisa Kimishima,female,1995-12-23T00:00:00Z,Japan,Asia,False,False,Arisa Kimishima,False,,Arisa,Kimishima,JP
http://www.wikidata.org/entity/Q101814723,Maham Aftab,female,1994-11-05T00:00:00Z,Pakistan,Asia,False,False,Maham Aftab,False,,Maham,Aftab,PK
http://www.wikidata.org/entity/Q101816507,Kumud Pawde,female,1938-01-01T00:00:00Z,India,Asia,False,False,Kumud Pawde,False,,Kumud,Pawde,IN
http://www.wikidata.org/entity/Q101818801,Aresta Bakhishova,female,1989-05-04T00:00:00Z,Azerbaijan,Europe,False,False,Aresta Bakhishova,False,,Aresta,Bakhishova,AZ
http://www.wikidata.org/entity/Q101821937,Yael Elkana,female,1992-11-20T00:00:00Z,Israel,Asia,False,False,Yael Elkana,False,,Yael,Elkana,IL
http://www.wikidata.org/entity/Q101825022,Dvora Silverstein,female,1948-06-11T00:00:00Z,Israel,Asia,False,False,Dvora Silverstein,False,,Dvora,Silverstein,IL
http://www.wikidata.org/entity/Q101826202,Annies Kanmani Joy,female,1985-04-23T00:00:00Z,India,Asia,True,False,Annies Kanmani Joy,True,middleName,,,IN
http://www.wikidata.org/entity/Q101832212,Anujin Jinjiibadam,female,2002-12-02T00:00:00Z,Mongolia,Asia,False,False,Anujin Jinjiibadam,False,,Anujin,Jinjiibadam,MN
http://www.wikidata.org/entity/Q101839948,Carmit Sahar,female,1967-04-24T00:00:00Z,Israel,Asia,False,False,Carmit Sahar,False,,Carmit,Sahar,IL
http://www.wikidata.org/entity/Q101843237,Eylon Nuphar,female,1971-02-11T00:00:00Z,Israel,Asia,False,False,Eylon Nuphar,False,,Eylon,Nuphar,IL
http://www.wikidata.org/entity/Q1018468,Oyuki Konno,female,1965-06-02T00:00:00Z,Japan,Asia,False,False,Oyuki Konno,False,,Oyuki,Konno,JP
http://www.wikidata.org/entity/Q101846946,Amina Toyoda,female,1992-01-01T00:00:00Z,Pakistan,Asia,False,False,Amina Toyoda,False,,Amina,Toyoda,PK
http://www.wikidata.org/entity/Q101856641,Tang Xin,female,2001-01-07T00:00:00Z,People's Republic of China,Asia,False,False,Tang Xin,False,,Tang,Xin,CN
http://www.wikidata.org/entity/Q101858302,Zahia Qaddoura,female,1920-01-01T00:00:00Z,French mandate of Lebanon,,False,False,Zahia Qaddoura,False,,Zahia,Qaddoura,
http://www.wikidata.org/entity/Q101858440,Shlomit Miron,female,1962-05-18T00:00:00Z,Israel,Asia,False,False,Shlomit Miron,False,,Shlomit,Miron,IL
http://www.wikidata.org/entity/Q101866327,Shlomit Rapaport Meron,female,1936-10-15T00:00:00Z,Israel,Asia,True,False,Shlomit Rapaport Meron,True,middleName,,,IL
http://www.wikidata.org/entity/Q10186907,Song Tianyi,female,1969-03-07T00:00:00Z,People's Republic of China,Asia,False,False,Song Tianyi,False,,Song,Tianyi,CN
http://www.wikidata.org/entity/Q1018699,Vidya Malvade,female,1972-03-02T00:00:00Z,India,Asia,False,False,Vidya Malvade,False,,Vidya,Malvade,IN
http://www.wikidata.org/entity/Q101900297,Yang Tzu-Hsuan,female,2002-12-24T00:00:00Z,Taiwan,Asia,False,False,Yang Tzu-Hsuan,True,hyphen,Yang,Tzu-Hsuan,TW
http://www.wikidata.org/entity/Q101910956,Marcela London,female,1941-09-01T00:00:00Z,Israel,Asia,False,False,Marcela London,False,,Marcela,London,IL
http://www.wikidata.org/entity/Q101919082,Lu Yu-Hua,female,1997-10-16T00:00:00Z,Taiwan,Asia,False,False,Lu Yu-Hua,True,hyphen,Lu,Yu-Hua,TW
http://www.wikidata.org/entity/Q101919894,Huang Yu-Teng,female,2007-10-29T00:00:00Z,Taiwan,Asia,False,False,Huang Yu-Teng,True,hyphen,Huang,Yu-Teng,TW
http://www.wikidata.org/entity/Q101921954,Lin Xiaotong,female,1997-02-15T00:00:00Z,Taiwan,Asia,False,False,Lin Xiaotong,False,,Lin,Xiaotong,TW
http://www.wikidata.org/entity/Q101929699,Hadas Leibovich,female,1971-08-27T00:00:00Z,Israel,Asia,False,False,Hadas Leibovich,False,,Hadas,Leibovich,IL
http://www.wikidata.org/entity/Q101932661,Hadara Lazar,female,1935-10-31T00:00:00Z,Israel,Asia,False,False,Hadara Lazar,False,,Hadara,Lazar,IL
http://www.wikidata.org/entity/Q101938453,Pai Hsin-Hui,female,2001-04-12T00:00:00Z,Taiwan,Asia,False,False,Pai Hsin-Hui,True,hyphen,Pai,Hsin-Hui,TW
http://www.wikidata.org/entity/Q101940268,Shu Ching-Wen,female,2005-06-07T00:00:00Z,Taiwan,Asia,False,False,Shu Ching-Wen,True,hyphen,Shu,Ching-Wen,TW
http://www.wikidata.org/entity/Q101941099,Lin Yu-Ting,female,2006-07-23T00:00:00Z,Taiwan,Asia,False,False,Lin Yu-Ting,True,hyphen,Lin,Yu-Ting,TW
http://www.wikidata.org/entity/Q101941609,Liu Yi-Fang,female,1998-05-08T00:00:00Z,Taiwan,Asia,False,False,Liu Yi-Fang,True,hyphen,Liu,Yi-Fang,TW
http://www.wikidata.org/entity/Q101974287,Bushra Qayyum,female,1995-07-11T00:00:00Z,Pakistan,Asia,False,False,Bushra Qayyum,False,,Bushra,Qayyum,PK
http://www.wikidata.org/entity/Q101977824,Ora Goldenberg,female,1940-01-01T00:00:00Z,Israel,Asia,False,False,Ora Goldenberg,False,,Ora,Goldenberg,IL
http://www.wikidata.org/entity/Q101978662,Mariam Karapetyan,female,1987-08-09T00:00:00Z,Armenia,Europe,False,False,Mariam Karapetyan,False,,Mariam,Karapetyan,AM
http://www.wikidata.org/entity/Q101989467,Aruna Suresh,female,1950-02-19T00:00:00Z,India,Asia,False,False,Aruna Suresh,False,,Aruna,Suresh,IN
http://www.wikidata.org/entity/Q101996742,Sarangi Silva,female,1996-10-27T00:00:00Z,Sri Lanka,Asia,False,False,Sarangi Silva,False,,Sarangi,Silva,LK
http://www.wikidata.org/entity/Q102004772,Huma Javeed,female,1993-05-06T00:00:00Z,Pakistan,Asia,False,False,Huma Javeed,False,,Huma,Javeed,PK
http://www.wikidata.org/entity/Q102012916,Sukaina Khan,female,1996-05-28T00:00:00Z,Pakistan,Asia,False,False,Sukaina Khan,False,,Sukaina,Khan,PK
http://www.wikidata.org/entity/Q102014966,Hana'a Shawa,female,1968-09-03T00:00:00Z,State of Palestine,Asia,False,False,Hana'a Shawa,True,apostrophe,Hana'a,Shawa,PS
http://www.wikidata.org/entity/Q102020523,Sehra Akram,female,1995-10-01T00:00:00Z,Pakistan,Asia,False,False,Sehra Akram,False,,Sehra,Akram,PK
http://www.wikidata.org/entity/Q102033142,Zarina Jamal,female,1970-01-01T00:00:00Z,Pakistan,Asia,False,False,Zarina Jamal,False,,Zarina,Jamal,PK
http://www.wikidata.org/entity/Q102033388,Jin-Ah Ahn,female,1969-01-01T00:00:00Z,South Korea,Asia,False,False,Jin-Ah Ahn,True,hyphen,Jin-Ah,Ahn,KR
http://www.wikidata.org/entity/Q102035876,Humaira Ashiq,female,1989-01-01T00:00:00Z,Pakistan,Asia,False,False,Humaira Ashiq,False,,Humaira,Ashiq,PK
http://www.wikidata.org/entity/Q102035966,Gökçe Altay,female,1975-01-01T00:00:00Z,Turkey,,False,False,Gökçe Altay,True,non_ascii,Gökçe,Altay,
http://www.wikidata.org/entity/Q102036226,Edna Kaplan-Hagler,female,1942-01-01T00:00:00Z,Israel,Asia,False,False,Edna Kaplan-Hagler,True,hyphen,Edna,Kaplan-Hagler,IL
http://www.wikidata.org/entity/Q102036344,Lyudmila Perevedentseva,female,1936-02-18T00:00:00Z,Soviet Union,,False,False,Lyudmila Perevedentseva,False,,Lyudmila,Perevedentseva,
http://www.wikidata.org/entity/Q102036355,Kulsoom Hazara,female,1988-09-04T00:00:00Z,Pakistan,Asia,False,False,Kulsoom Hazara,False,,Kulsoom,Hazara,PK
http://www.wikidata.org/entity/Q10000101,Eliška Hladilová,female,1993-01-23T00:00:00Z,Czech Republic,Europe,False,False,Eliška Hladilová,True,non_ascii,Eliška,Hladilová,CZ
http://www.wikidata.org/entity/Q1000023,Wiltraut Rupp-von Brünneck,female,1912-08-07T00:00:00Z,Germany,Europe,True,False,Wiltraut Rupp-von Brünneck,True,middleName|hyphen|non_ascii,,,DE
http://www.wikidata.org/entity/Q1000044,Sylvia Bayr-Klimpfinger,female,1907-08-01T00:00:00Z,Austria,Europe,False,False,Sylvia Bayr-Klimpfinger,True,hyphen,Sylvia,Bayr-Klimpfinger,AT
http://www.wikidata.org/entity/Q1000089,Ulrike Scheel,female,2000-01-01T00:00:00Z,Germany,Europe,False,False,Ulrike Scheel,False,,Ulrike,Scheel,DE
http://www.wikidata.org/entity/Q100011609,Nadia Boule,female,1984-10-01T00:00:00Z,Greece,Europe,False,False,Nadia Boule,False,,Nadia,Boule,GR
http://www.wikidata.org/entity/Q1000204,Renee Goddard,female,1923-01-01T00:00:00Z,Germany,Europe,False,False,Renee Goddard,False,,Renee,Goddard,DE
http://www.wikidata.org/entity/Q1000231,Elisabeth Lange,female,1900-07-07T00:00:00Z,German Reich,,False,False,Elisabeth Lange,False,,Elisabeth,Lange,
http://www.wikidata.org/entity/Q1000310,Isabella Kossina,female,1962-08-18T00:00:00Z,Austria,Europe,False,False,Isabella Kossina,False,,Isabella,Kossina,AT
http://www.wikidata.org/entity/Q1000318,Florina Gillnik,female,1958-04-14T00:00:00Z,Germany,Europe,False,False,Florina Gillnik,False,,Florina,Gillnik,DE
http://www.wikidata.org/entity/Q100044214,Hédi Bergl,female,1911-09-08T00:00:00Z,Hungary,Europe,False,False,Hédi Bergl,True,non_ascii,Hédi,Bergl,HU
http://www.wikidata.org/entity/Q1000464,Evelin Ferencsik,female,1989-03-20T00:00:00Z,Hungary,Europe,False,False,Evelin Ferencsik,False,,Evelin,Ferencsik,HU
http://www.wikidata.org/entity/Q1000513,Anna Ferenczi,female,1972-09-23T00:00:00Z,Hungary,Europe,False,False,Anna Ferenczi,False,,Anna,Ferenczi,HU
http://www.wikidata.org/entity/Q100051867,Danièle Roy,female,1921-11-11T00:00:00Z,France,Europe,False,False,Danièle Roy,True,non_ascii,Danièle,Roy,FR
http://www.wikidata.org/entity/Q1000542,Christina Kauschke,female,1964-01-01T00:00:00Z,Germany,Europe,False,False,Christina Kauschke,False,,Christina,Kauschke,DE
http://www.wikidata.org/entity/Q100054253,Prune de Maistre,female,1978-01-01T00:00:00Z,France,Europe,True,False,Prune de Maistre,True,middleName,,,FR
http://www.wikidata.org/entity/Q1000575,Júlia Ferenczy,female,1909-04-03T00:00:00Z,Hungary,Europe,False,False,Júlia Ferenczy,True,non_ascii,Júlia,Ferenczy,HU
http://www.wikidata.org/entity/Q1000619,Sonja Gerstner,female,1952-06-13T00:00:00Z,German Democratic Republic,,False,False,Sonja Gerstner,False,,Sonja,Gerstner,
http://www.wikidata.org/entity/Q1000622,Zsuzsa Ferge,female,1931-04-25T00:00:00Z,Hungary,Europe,False,False,Zsuzsa Ferge,False,,Zsuzsa,Ferge,HU
http://www.wikidata.org/entity/Q100063,Ragnhild Haga,female,1991-02-12T00:00:00Z,Norway,Europe,False,False,Ragnhild Haga,False,,Ragnhild,Haga,NO
http://www.wikidata.org/entity/Q100088080,Jackie van Oppen,female,1961-01-01T00:00:00Z,Kingdom of the Netherlands,Europe,True,False,Jackie van Oppen,True,middleName,,,NL
http://www.wikidata.org/entity/Q100089913,Lita Soler Arimon,female,1917-01-01T00:00:00Z,Spain,Europe,True,False,Lita Soler Arimon,True,middleName,,,ES
http://www.wikidata.org/entity/Q1000983,Heike M. Goetze,female,1978-01-01T00:00:00Z,Germany,Europe,True,False,Heike M. Goetze,True,middleName|punctuation|initials,,,DE
http://www.wikidata.org/entity/Q1001088,Sonia Farke,female,1969-01-06T00:00:00Z,Germany,Europe,False,False,Sonia Farke,False,,Sonia,Farke,DE
http://www.wikidata.org/entity/Q100109193,Princess Joséphine of Belgium,female,2003-10-17T00:00:00Z,Belgium,Europe,True,False,Princess Joséphine of Belgium,True,middleName|non_ascii,,,BE
http://www.wikidata.org/entity/Q1001145,La Lupa,female,1947-02-09T00:00:00Z,Switzerland,Europe,False,False,La Lupa,False,,La,Lupa,CH
http://www.wikidata.org/entity/Q100115819,Miriam Fontaine,female,1988-03-30T00:00:00Z,Austria,Europe,False,False,Miriam Fontaine,False,,Miriam,Fontaine,AT
http://www.wikidata.org/entity/Q100121326,Elena Kafalieva,female,1940-12-06T00:00:00Z,Bulgaria,Europe,False,False,Elena Kafalieva,False,,Elena,Kafalieva,BG
http://www.wikidata.org/entity/Q100135511,Beatriz García Trillo,female,1960-01-01T00:00:00Z,Spain,Europe,True,False,Beatriz García Trillo,True,middleName|non_ascii,,,ES
http://www.wikidata.org/entity/Q100136956,Annie Gay,female,1945-06-27T00:00:00Z,France,Europe,False,False,Annie Gay,False,,Annie,Gay,FR
http://www.wikidata.org/entity/Q100137296,Beatrice Vendramin,female,2000-06-15T00:00:00Z,Italy,Europe,False,False,Beatrice Vendramin,False,,Beatrice,Vendramin,IT
http://www.wikidata.org/entity/Q100137671,Fotinì Peluso,female,1999-01-01T00:00:00Z,Italy,Europe,False,False,Fotinì Peluso,True,non_ascii,Fotinì,Peluso,IT
http://www.wikidata.org/entity/Q100137675,Hildegarde Vermeire,female,1947-03-01T00:00:00Z,Belgium,Europe,False,False,Hildegarde Vermeire,False,,Hildegarde,Vermeire,BE
http://www.wikidata.org/entity/Q100137694,Christina Kyriakou,female,1990-11-26T00:00:00Z,Cyprus,Europe,False,False,Christina Kyriakou,False,,Christina,Kyriakou,CY
http://www.wikidata.org/entity/Q100137695,Gerda Schouten,female,1950-12-23T00:00:00Z,Kingdom of the Netherlands,Europe,False,False,Gerda Schouten,False,,Gerda,Schouten,NL
http://www.wikidata.org/entity/Q100137741,Iren Gal,female,1950-12-08T00:00:00Z,Yugoslavia,,False,False,Iren Gal,False,,Iren,Gal,
http://www.wikidata.org/entity/Q100137836,Mirjana Maksimović,female,1954-03-07T00:00:00Z,Serbia,Europe,False,False,Mirjana Maksimović,True,non_ascii,Mirjana,Maksimović,RS
http://www.wikidata.org/entity/Q100138184,Elsa Aschim,female,1928-08-18T00:00:00Z,Norway,Europe,False,False,Elsa Aschim,False,,Elsa,Aschim,NO
http://www.wikidata.org/entity/Q100138185,Katrine Alfsnes,female,1986-03-24T00:00:00Z,Norway,Europe,False,False,Katrine Alfsnes,False,,Katrine,Alfsnes,NO
http://www.wikidata.org/entity/Q100138188,Kari Steffensen,female,1929-01-04T00:00:00Z,Norway,Europe,False,False,Kari Steffensen,False,,Kari,Steffensen,NO
http://www.wikidata.org/entity/Q100138205,Gro Hege Cleveland,female,1969-12-27T00:00:00Z,Norway,Europe,True,False,Gro Hege Cleveland,True,middleName,,,NO
http://www.wikidata.org/entity/Q100138219,Wenche Nystad,female,1952-03-13T00:00:00Z,Norway,Europe,False,False,Wenche Nystad,False,,Wenche,Nystad,NO
http://www.wikidata.org/entity/Q100138223,Elisabeth Magnus,female,1953-05-04T00:00:00Z,Norway,Europe,False,False,Elisabeth Magnus,False,,Elisabeth,Magnus,NO
http://www.wikidata.org/entity/Q100138226,Ina Garvik,female,1960-07-12T00:00:00Z,Norway,Europe,False,False,Ina Garvik,False,,Ina,Garvik,NO
http://www.wikidata.org/entity/Q100138241,Karin Serres,female,1967-02-07T00:00:00Z,France,Europe,False,False,Karin Serres,False,,Karin,Serres,FR
http://www.wikidata.org/entity/Q100138413,Ioustina Matsiasek,female,1988-10-30T00:00:00Z,Greece,Europe,False,False,Ioustina Matsiasek,False,,Ioustina,Matsiasek,GR
http://www.wikidata.org/entity/Q100139328,Deine Cousine,female,1986-04-23T00:00:00Z,Germany,Europe,False,False,Deine Cousine,False,,Deine,Cousine,DE
http://www.wikidata.org/entity/Q100139511,Esperanza Romero,female,1956-01-01T00:00:00Z,Spain,Europe,False,False,Esperanza Romero,False,,Esperanza,Romero,ES
http://www.wikidata.org/entity/Q100139895,Riina Tanskanen,female,1998-01-01T00:00:00Z,Finland,Europe,False,False,Riina Tanskanen,False,,Riina,Tanskanen,FI
http://www.wikidata.org/entity/Q1001419,Ilona Filó-Fischer,female,1910-02-17T00:00:00Z,Hungary,Europe,False,False,Ilona Filó-Fischer,True,hyphen|non_ascii,Ilona,Filó-Fischer,HU
http://www.wikidata.org/entity/Q100142126,Bjørg Langseth Valen,female,1948-08-28T00:00:00Z,Norway,Europe,True,False,Bjørg Langseth Valen,True,middleName|non_ascii,,,NO
http://www.wikidata.org/entity/Q100144347,Elena Ilieva,female,1950-07-08T00:00:00Z,Bulgaria,Europe,False,False,Elena Ilieva,False,,Elena,Ilieva,BG
http://www.wikidata.org/entity/Q100144356,Alessia Scortechini,female,1997-02-11T00:00:00Z,Italy,Europe,False,False,Alessia Scortechini,False,,Alessia,Scortechini,IT
http://www.wikidata.org/entity/Q100144388,Lilija Jankova,female,1951-03-24T00:00:00Z,Bulgaria,Europe,False,False,Lilija Jankova,False,,Lilija,Jankova,BG
http://www.wikidata.org/entity/Q100144423,Sonja Simova,female,1951-01-18T00:00:00Z,Bulgaria,Europe,False,False,Sonja Simova,False,,Sonja,Simova,BG
http://www.wikidata.org/entity/Q100144477,Sylvie Franzen,female,1950-07-11T00:00:00Z,Kingdom of the Netherlands,Europe,False,False,Sylvie Franzen,False,,Sylvie,Franzen,NL
http://www.wikidata.org/entity/Q100144486,Élise Ventre,female,1973-01-12T00:00:00Z,France,Europe,False,False,Élise Ventre,True,non_ascii,Élise,Ventre,FR
http://www.wikidata.org/entity/Q100144489,Aniko Deak,female,1950-10-11T00:00:00Z,Romania,Europe,False,False,Aniko Deak,False,,Aniko,Deak,RO
http://www.wikidata.org/entity/Q100144515,Karin Aichhorn,female,1950-03-23T00:00:00Z,Austria,Europe,False,False,Karin Aichhorn,False,,Karin,Aichhorn,AT
http://www.wikidata.org/entity/Q100144533,Johanna-Leontina Aspeslagh,female,1952-01-18T00:00:00Z,Belgium,Europe,False,False,Johanna-Leontina Aspeslagh,True,hyphen,Johanna-Leontina,Aspeslagh,BE
http://www.wikidata.org/entity/Q100144596,Eugenia Salcu,female,1950-07-02T00:00:00Z,Romania,Europe,False,False,Eugenia Salcu,False,,Eugenia,Salcu,RO
http://www.wikidata.org/entity/Q100144659,Ecaterina Vig,female,1950-03-31T00:00:00Z,Romania,Europe,False,False,Ecaterina Vig,False,,Ecaterina,Vig,RO
http://www.wikidata.org/entity/Q100144678,Bruna Pecciarini,female,1926-01-01T00:00:00Z,Italy,Europe,False,False,Bruna Pecciarini,False,,Bruna,Pecciarini,IT
http://www.wikidata.org/entity/Q100144689,Lenka Trajkovski,female,1950-09-02T00:00:00Z,Yugoslavia,,False,False,Lenka Trajkovski,False,,Lenka,Trajkovski,
http://www.wikidata.org/entity/Q100144721,Gordana Janjić,female,1952-01-22T00:00:00Z,Serbia,Europe,False,False,Gordana Janjić,True,non_ascii,Gordana,Janjić,RS
http://www.wikidata.org/entity/Q100144745,Priya Blackburn,female,1995-10-12T00:00:00Z,United Kingdom,Europe,False,False,Priya Blackburn,False,,Priya,Blackburn,GB
http://www.wikidata.org/entity/Q100144762,Snežana Šipka,female,1950-11-03T00:00:00Z,Serbia,Europe,False,False,Snežana Šipka,True,non_ascii,Snežana,Šipka,RS
http://www.wikidata.org/entity/Q100144813,Colette Herzog,female,1923-10-25T00:00:00Z,France,Europe,False,False,Colette Herzog,False,,Colette,Herzog,FR
http://www.wikidata.org/entity/Q100145615,Denka Katić,female,1953-02-22T00:00:00Z,Yugoslavia,,False,False,Denka Katić,True,non_ascii,Denka,Katić,
http://www.wikidata.org/entity/Q100145815,Maria Meijll,female,1950-09-03T00:00:00Z,Kingdom of the Netherlands,Europe,False,False,Maria Meijll,False,,Maria,Meijll,NL
http://www.wikidata.org/entity/Q100145817,Androniki Drakou,female,1965-12-09T00:00:00Z,Greece,Europe,False,False,Androniki Drakou,False,,Androniki,Drakou,GR
http://www.wikidata.org/entity/Q100145874,Margreet van Putten,female,1953-08-09T00:00:00Z,Kingdom of the Netherlands,Europe,True,False,Margreet van Putten,True,middleName,,,NL
http://www.wikidata.org/entity/Q100145930,Petra van der Burg,female,1950-05-24T00:00:00Z,Kingdom of the Netherlands,Europe,True,False,Petra van der Burg,True,middleName,,,NL
