,fullName,firstName,lastName,gender,isoCountry,continent,birthYear,hasMiddleName,hasNoLastName,source
8215,RINDOM Anne-Marie,,,female,DK,Europe,1991,False,False,kaggleOlympic
8216,BACSKAY Csenge Maria,,,female,HU,Europe,2003,True,False,kaggleOlympic
8217,CZIFRA Bettina Lili,,,female,HU,Europe,2007,True,False,kaggleOlympic
8218,FRIIS Emma,Emma,FRIIS,female,DK,Europe,1999,False,False,kaggleOlympic
8219,HANSEN Andrea Aagot,,,female,DK,Europe,2000,True,False,kaggleOlympic
8220,HANSEN Anne Mette,,,female,DK,Europe,1994,True,False,kaggleOlympic
8221,JOERGENSEN Lukas,Lukas,JOERGENSEN,male,DK,Europe,1999,False,False,kaggleOlympic
8222,MOELLER Michala,Michala,MOELLER,female,DK,Europe,2000,False,False,kaggleOlympic
8223,TRANBORG Mette,Mette,TRANBORG,female,DK,Europe,1996,False,False,kaggleOlympic
8224,KRISTENSEN Anna,Anna,KRISTENSEN,female,DK,Europe,2000,False,False,kaggleOlympic
8225,MOELLGAARD Henrik,Henrik,MOELLGAARD,male,DK,Europe,1985,False,False,kaggleOlympic
8226,ANDERSSON Lasse,Lasse,ANDERSSON,male,DK,Europe,1994,False,False,kaggleOlympic
8227,PYTLICK Simon,Simon,PYTLICK,male,DK,Europe,2000,False,False,kaggleOlympic
8228,VINTER BURGAARD Louise,,,female,DK,Europe,1992,True,False,kaggleOlympic
8229,NIELSEN Emil,Emil,NIELSEN,male,DK,Europe,1997,False,False,kaggleOlympic
8230,AABERG IVERSEN Sarah,,,female,DK,Europe,1990,True,False,kaggleOlympic
8231,HOEJLUND Mie,Mie,HOEJLUND,female,DK,Europe,1997,False,False,kaggleOlympic
8232,OESTERGAARD Trine,Trine,OESTERGAARD,female,DK,Europe,1991,False,False,kaggleOlympic
8233,ELVER Helena,Helena,ELVER,female,DK,Europe,1998,False,False,kaggleOlympic
8234,JACOBSEN Niklas Landin,,,male,DK,Europe,1988,True,False,kaggleOlympic
8235,JOERGENSEN Kristina,Kristina,JOERGENSEN,female,DK,Europe,1998,False,False,kaggleOlympic
8236,IVERSEN Rikke,Rikke,IVERSEN,female,DK,Europe,1993,False,False,kaggleOlympic
8237,SAUGSTRUP Magnus,Magnus,SAUGSTRUP,male,DK,Europe,1996,False,False,kaggleOlympic
8238,LINDBERG Hans,Hans,LINDBERG,male,DK,Europe,1981,False,False,kaggleOlympic
8239,HEINDAHL Kathrine,Kathrine,HEINDAHL,female,DK,Europe,1992,False,False,kaggleOlympic
8240,HALD Simon,Simon,HALD,male,DK,Europe,1994,False,False,kaggleOlympic
8241,HANSEN Mikkel,Mikkel,HANSEN,male,DK,Europe,1987,False,False,kaggleOlympic
8242,ARNOLDSEN Thomas,Thomas,ARNOLDSEN,male,DK,Europe,2002,False,False,kaggleOlympic
8243,GIDSEL Mathias,Mathias,GIDSEL,male,DK,Europe,1999,False,False,kaggleOlympic
8244,JAKOBSEN Emil,Emil,JAKOBSEN,male,DK,Europe,1998,False,False,kaggleOlympic
8245,LAUGE Rasmus,Rasmus,LAUGE,male,DK,Europe,1991,False,False,kaggleOlympic
8246,JACOBSEN Magnus Landin,,,male,DK,Europe,1995,True,False,kaggleOlympic
8247,TOFT Sandra,Sandra,TOFT,female,DK,Europe,1989,False,False,kaggleOlympic
8248,REINHARDT Althea,Althea,REINHARDT,female,DK,Europe,1996,False,False,kaggleOlympic
8249,KIRKELOEKKE Niclas,Niclas,KIRKELOEKKE,male,DK,Europe,1994,False,False,kaggleOlympic
8250,HAUGSTED Line,Line,HAUGSTED,female,DK,Europe,1994,False,False,kaggleOlympic
8251,STRAKA Martin,Martin,STRAKA,male,CZ,Europe,2000,False,False,kaggleOlympic
8252,AHMED Abdalla,Abdalla,AHMED,male,SD,Africa,1996,False,False,kaggleOlympic
8253,SAWETTABUT Suthasini,Suthasini,SAWETTABUT,female,TH,Asia,1994,False,False,kaggleOlympic
8254,PARANANG Orawan,Orawan,PARANANG,female,TH,Asia,1997,False,False,kaggleOlympic
8255,SAWETTABUT Jinnipa,Jinnipa,SAWETTABUT,female,TH,Asia,2000,False,False,kaggleOlympic
8256,GRACIK Daniel,Daniel,GRACIK,male,CZ,Europe,2004,False,False,kaggleOlympic
8257,HORSKA Kristyna,Kristyna,HORSKA,female,CZ,Europe,1997,False,False,kaggleOlympic
8258,KNEDLA Miroslav,Miroslav,KNEDLA,male,CZ,Europe,2005,False,False,kaggleOlympic
8259,SEEMANOVA Barbora,Barbora,SEEMANOVA,female,CZ,Europe,2000,False,False,kaggleOlympic
8260,HANSEN Simon,Simon,HANSEN,male,DK,Europe,1998,False,False,kaggleOlympic
8261,PEDERSEN Lisa Brix,,,female,DK,Europe,1996,True,False,kaggleOlympic
8262,JACOBSEN Katrine Koch,,,female,DK,Europe,1999,True,False,kaggleOlympic
8263,KARSTOFT Ida,Ida,KARSTOFT,female,DK,Europe,1995,False,False,kaggleOlympic
8264,BAUMGARTEN Gaspard,Gaspard,BAUMGARTEN,male,FR,Europe,1992,False,False,kaggleOlympic
8265,BELLENGER Amaury,Amaury,BELLENGER,male,FR,Europe,1998,False,False,kaggleOlympic
8266,CHARLET Victor,Victor,CHARLET,male,FR,Europe,1993,False,False,kaggleOlympic
8267,CLEMENT Timothee,Timothee,CLEMENT,male,FR,Europe,2000,False,False,kaggleOlympic
8268,CURTY Eliot,Eliot,CURTY,male,FR,Europe,1998,False,False,kaggleOlympic
8269,DELEMAZURE Brieuc,Brieuc,DELEMAZURE,male,FR,Europe,2002,False,False,kaggleOlympic
8270,DESGOUILLONS Matteo,Matteo,DESGOUILLONS,male,FR,Europe,2000,False,False,kaggleOlympic
8271,GOYET Francois,Francois,GOYET,male,FR,Europe,1994,False,False,kaggleOlympic
8272,JOUIN Noe,Noe,JOUIN,male,FR,Europe,2002,False,False,kaggleOlympic
8273,LOCKWOOD Viktor,Viktor,LOCKWOOD,male,FR,Europe,1992,False,False,kaggleOlympic
8274,MARTIN-BRISAC Simon,,,male,FR,Europe,1992,False,False,kaggleOlympic
8275,MASSON Charles,Charles,MASSON,male,FR,Europe,1992,False,False,kaggleOlympic
8276,MONTECOT Lucas,Lucas,MONTECOT,male,FR,Europe,2001,False,False,kaggleOlympic
8277,PETERS-DEUTZ Cristoforo,,,male,FR,Europe,1995,False,False,kaggleOlympic
8278,ROGEAU Blaise,Blaise,ROGEAU,male,FR,Europe,1994,False,False,kaggleOlympic
8279,THIEFFRY Arthur,Arthur,THIEFFRY,male,FR,Europe,1989,False,False,kaggleOlympic
8280,TYNEVEZ Etienne,Etienne,TYNEVEZ,male,FR,Europe,1999,False,False,kaggleOlympic
8281,XAVIER Gaspard,Gaspard,XAVIER,male,FR,Europe,2002,False,False,kaggleOlympic
8282,ANDERSEN Kirstine Danstru,,,female,DK,Europe,1998,True,False,kaggleOlympic
8283,MESZAROS Krisztofer,Krisztofer,MESZAROS,male,HU,Europe,2001,False,False,kaggleOlympic
8284,DUMONT Valentine,Valentine,DUMONT,female,BE,Europe,2000,False,False,kaggleOlympic
8285,HENVEAUX Lucas,Lucas,HENVEAUX,male,BE,Europe,2000,False,False,kaggleOlympic
8286,SZEKELY Zoja,Zoja,SZEKELY,female,HU,Europe,2003,False,False,kaggleOlympic
8287,BACARI Elie,Elie,BACARI,male,CI,Africa,2003,False,False,kaggleOlympic
8288,BORLEE Dylan,Dylan,BORLEE,male,BE,Europe,1992,False,False,kaggleOlympic
8289,BROEDERS Ben,Ben,BROEDERS,male,BE,Europe,1995,False,False,kaggleOlympic
8290,CARMOY Thomas,Thomas,CARMOY,male,BE,Europe,2000,False,False,kaggleOlympic
8291,CLAES Hanne,Hanne,CLAES,female,BE,Europe,1991,False,False,kaggleOlympic
8292,COUCKUYT Paulien,Paulien,COUCKUYT,female,BE,Europe,1997,False,False,kaggleOlympic
8293,CRESTAN Eliott,Eliott,CRESTAN,male,BE,Europe,1999,False,False,kaggleOlympic
8294,de NAEYER Janie,,,female,BE,Europe,2001,True,False,kaggleOlympic
8295,de SMET Tibo,,,male,BE,Europe,1999,True,False,kaggleOlympic
8296,DOOM Alexander,Alexander,DOOM,male,BE,Europe,1997,False,False,kaggleOlympic
8297,HERBIET Chloe,Chloe,HERBIET,female,BE,Europe,1998,False,False,kaggleOlympic
8298,HERMAN Timothy,Timothy,HERMAN,male,BE,Europe,1990,False,False,kaggleOlympic
8299,HEYMANS John,John,HEYMANS,male,BE,Europe,1998,False,False,kaggleOlympic
8300,IGUACEL Christian,Christian,IGUACEL,male,BE,Europe,1996,False,False,kaggleOlympic
8301,KIMELI Isaac,Isaac,KIMELI,male,KE,Africa,1994,False,False,kaggleOlympic
8302,LAUS Camille,Camille,LAUS,female,BE,Europe,1993,False,False,kaggleOlympic
8303,MABILLE Florent,Florent,MABILLE,male,BE,Europe,1996,False,False,kaggleOlympic
8304,MEHUYS Elise,Elise,MEHUYS,female,BE,Europe,1995,False,False,kaggleOlympic
8305,NAERT Koen,Koen,NAERT,male,BE,Europe,1989,False,False,kaggleOlympic
8306,NKANSA Delphine,Delphine,NKANSA,female,BE,Europe,2001,False,False,kaggleOlympic
8307,OBASUYI Michael,Michael,OBASUYI,male,BE,Europe,1999,False,False,kaggleOlympic
8308,PONETTE Helena,Helena,PONETTE,female,BE,Europe,2000,False,False,kaggleOlympic
8309,SACOOR Jonathan,Jonathan,SACOOR,male,BE,Europe,1999,False,False,kaggleOlympic
8310,SCHOEMAKER Liefde,Liefde,SCHOEMAKER,female,BE,Europe,2002,False,False,kaggleOlympic
8311,VERMEULEN Jochem,Jochem,VERMEULEN,male,BE,Europe,1998,False,False,kaggleOlympic
8312,VIDTS Noor,Noor,VIDTS,female,BE,Europe,1996,False,False,kaggleOlympic
8313,VINCKE Rani,Rani,VINCKE,female,BE,Europe,2000,False,False,kaggleOlympic
8314,CARRAGGI Julien,Julien,CARRAGGI,male,BE,Europe,2000,False,False,kaggleOlympic
8315,DERIEUW Oshin,Oshin,DERIEUW,female,BE,Europe,1987,False,False,kaggleOlympic
8316,SCHELSTRAETE Victor,Victor,SCHELSTRAETE,male,BE,Europe,1996,False,False,kaggleOlympic
8317,CLAESSENS Nastja,Nastja,CLAESSENS,female,BE,Europe,2004,False,False,kaggleOlympic
8318,DELAERE Antonia,Antonia,DELAERE,female,BE,Europe,1994,False,False,kaggleOlympic
8319,LINSKENS Kyara,Kyara,LINSKENS,female,BE,Europe,1996,False,False,kaggleOlympic
8320,LISOWA MBAKA Maxuella,,,female,BE,Europe,2001,True,False,kaggleOlympic
8321,MASSEY Becky,Becky,MASSEY,female,BE,Europe,2000,False,False,kaggleOlympic
8322,MASSEY Billie,Billie,MASSEY,female,BE,Europe,2000,False,False,kaggleOlympic
8323,MEESSEMAN Emma,Emma,MEESSEMAN,female,BE,Europe,1993,False,False,kaggleOlympic
8324,RAMETTE Elise,Elise,RAMETTE,female,BE,Europe,1998,False,False,kaggleOlympic
8325,RESIMONT Laure,Laure,RESIMONT,female,BE,Europe,1998,False,False,kaggleOlympic
8326,BROEKX Lize,Lize,BROEKX,female,BE,Europe,1992,False,False,kaggleOlympic
8327,PETERS Artuur,Artuur,PETERS,male,BE,Europe,1996,False,False,kaggleOlympic
8328,PETERS Hermien,Hermien,PETERS,female,BE,Europe,1994,False,False,kaggleOlympic
8329,ALAPHILIPPE Julian,Julian,ALAPHILIPPE,male,FR,Europe,1992,False,False,kaggleOlympic
8330,ANDRE Sylvain,Sylvain,ANDRE,male,FR,Europe,1992,False,False,kaggleOlympic
8331,BERTEAU Victoire,Victoire,BERTEAU,female,FR,Europe,2000,False,False,kaggleOlympic
8332,BORRAS Marion,Marion,BORRAS,female,FR,Europe,1997,False,False,kaggleOlympic
8333,BOUDAT Thomas,Thomas,BOUDAT,male,FR,Europe,1994,False,False,kaggleOlympic
8334,COPPONI Clara,Clara,COPPONI,female,FR,Europe,1999,False,False,kaggleOlympic
8335,CORDON RAGOT Audrey,,,female,FR,Europe,1989,True,False,kaggleOlympic
8336,DAUDET Joris,Joris,DAUDET,male,FR,Europe,1991,False,False,kaggleOlympic
8337,DENIS Thomas,Thomas,DENIS,male,FR,Europe,1997,False,False,kaggleOlympic
8338,ETIENNE Axelle,Axelle,ETIENNE,female,FR,Europe,1998,False,False,kaggleOlympic
8339,FERRAND PREVOT Pauline,,,female,FR,Europe,1992,True,False,kaggleOlympic
8340,FORTIN Valentine,Valentine,FORTIN,female,FR,Europe,1999,False,False,kaggleOlympic
8341,GRENGBO Florian,Florian,GRENGBO,male,FR,Europe,2000,False,False,kaggleOlympic
8342,GROS Mathilde,Mathilde,GROS,female,FR,Europe,1999,False,False,kaggleOlympic
8343,HELAL Rayan,Rayan,HELAL,male,FR,Europe,1999,False,False,kaggleOlympic
8344,JEANJEAN Anthony,Anthony,JEANJEAN,male,FR,Europe,1998,False,False,kaggleOlympic
8345,KORETZKY Victor,Victor,KORETZKY,male,FR,Europe,1994,False,False,kaggleOlympic
8346,KOUAME Taky Marie Divine,,,female,FR,Europe,2002,True,False,kaggleOlympic
8347,LABOUS Juliette,Juliette,LABOUS,female,FR,Europe,1998,False,False,kaggleOlympic
8348,LANDERNEAU Melvin,Melvin,LANDERNEAU,male,MA,Africa,1997,False,False,kaggleOlympic
8349,LAPORTE Christophe,Christophe,LAPORTE,male,FR,Europe,1992,False,False,kaggleOlympic
8350,le NET Marie,,,female,FR,Europe,2000,True,False,kaggleOlympic
8351,LECOMTE Loana,Loana,LECOMTE,female,FR,Europe,1999,False,False,kaggleOlympic
8352,MADOUAS Valentin,Valentin,MADOUAS,male,FR,Europe,1996,False,False,kaggleOlympic
8353,MAHIEU Romain,Romain,MAHIEU,male,FR,Europe,1995,False,False,kaggleOlympic
8354,MARTINEZ Tessa,Tessa,MARTINEZ,female,FR,Europe,2001,False,False,kaggleOlympic
8355,NILSSON JULIEN Oscar,,,male,FR,Europe,2002,True,False,kaggleOlympic
8356,PEREZ Laury,Laury,PEREZ,female,FR,Europe,2003,False,False,kaggleOlympic
8357,PILARD Arthur,Arthur,PILARD,male,FR,Europe,1996,False,False,kaggleOlympic
8358,SARROU Jordan,Jordan,SARROU,male,FR,Europe,1992,False,False,kaggleOlympic
8359,TABELLION Valentin,Valentin,TABELLION,male,FR,Europe,1999,False,False,kaggleOlympic
8360,THOMAS Benjamin,Benjamin,THOMAS,male,FR,Europe,1995,False,False,kaggleOlympic
8361,VAUQUELIN Kevin,Kevin,VAUQUELIN,male,FR,Europe,2001,False,False,kaggleOlympic
8362,VIGIER Sebastien,Sebastien,VIGIER,male,FR,Europe,1997,False,False,kaggleOlympic
8363,BAEZ Sebastian,Sebastian,BAEZ,male,AR,South America,2000,False,False,kaggleOlympic
8364,CARLE Maria Lourdes,,,female,AR,South America,2000,True,False,kaggleOlympic
8365,CERUNDOLO Francisco,Francisco,CERUNDOLO,male,AR,South America,1998,False,False,kaggleOlympic
8366,CLAXTON Grace,Grace,CLAXTON,female,PR,North America,1993,False,False,kaggleOlympic
8367,KLOETZER Maxi Carina,,,female,DE,Europe,2000,True,False,kaggleOlympic
8368,SCHACHIDOV Magomed Elim Sultanovic,,,male,DE,Europe,1994,True,False,kaggleOlympic
8369,TIAFACK Nelvie Raman,,,male,CM,Africa,1999,True,False,kaggleOlympic
8370,ETCHEVERRY Tomas Martin,,,male,AR,South America,1999,True,False,kaggleOlympic
8371,GILMOUR Kirsty,Kirsty,GILMOUR,female,GB,Europe,1993,False,False,kaggleOlympic
8372,LANE Ben,Ben,LANE,male,GB,Europe,1997,False,False,kaggleOlympic
8373,VENDY Sean,Sean,VENDY,male,GB,Europe,1996,False,False,kaggleOlympic
8374,GONZALEZ Maximo,Maximo,GONZALEZ,male,AR,South America,1983,False,False,kaggleOlympic
8375,MOLTENI Andres,Andres,MOLTENI,male,AR,South America,1988,False,False,kaggleOlympic
8376,NAVONE Mariano,Mariano,NAVONE,male,AR,South America,2001,False,False,kaggleOlympic
8377,PODOROSKA Nadia,Nadia,PODOROSKA,female,AR,South America,1997,False,False,kaggleOlympic
8378,BURGESS Adam,Adam,BURGESS,male,GB,Europe,1992,False,False,kaggleOlympic
8379,CLARKE Joseph,Joseph,CLARKE,male,GB,Europe,1992,False,False,kaggleOlympic
8380,FRANKLIN Mallory,Mallory,FRANKLIN,female,GB,Europe,1994,False,False,kaggleOlympic
8381,WOODS Kimberley,Kimberley,WOODS,female,GB,Europe,1995,False,False,kaggleOlympic
8382,BROWN Charles,Charles,BROWN,male,GB,Europe,2003,False,False,kaggleOlympic
8383,BRYSON Kerenza,Kerenza,BRYSON,female,GB,Europe,1998,False,False,kaggleOlympic
8384,CHOONG Joseph,Joseph,CHOONG,male,GB,Europe,1995,False,False,kaggleOlympic
8385,FRENCH Kate,Kate,FRENCH,female,GB,Europe,1991,False,False,kaggleOlympic
8386,CUNNINGHAM Caden,Caden,CUNNINGHAM,male,GB,Europe,2003,False,False,kaggleOlympic
8387,McGOWAN Rebecca,Rebecca,McGOWAN,female,GB,Europe,2000,False,False,kaggleOlympic
8388,SINDEN Bradly,Bradly,SINDEN,male,GB,Europe,1998,False,False,kaggleOlympic
8389,MORENO Jairo,Jairo,MORENO,male,SV,North America,2001,False,False,kaggleOlympic
8390,SCHAEFER-BETZ Pauline,,,female,DE,Europe,1997,False,False,kaggleOlympic
8391,VOSS Sarah,Sarah,VOSS,female,DE,Europe,1999,False,False,kaggleOlympic
8392,DAUSER Lukas,Lukas,DAUSER,male,DE,Europe,1993,False,False,kaggleOlympic
8393,TOBA Andreas,Andreas,TOBA,male,DE,Europe,1990,False,False,kaggleOlympic
8394,DUNKEL Nils,Nils,DUNKEL,male,DE,Europe,1997,False,False,kaggleOlympic
8395,BRENDEL Pascal,Pascal,BRENDEL,male,DE,Europe,2003,False,False,kaggleOlympic
8396,EDER Timo,Timo,EDER,male,DE,Europe,2005,False,False,kaggleOlympic
8397,KOLOSOV Margarita,Margarita,KOLOSOV,female,DE,Europe,2004,False,False,kaggleOlympic
8398,KOSAN Anja,Anja,KOSAN,female,DE,Europe,2002,False,False,kaggleOlympic
8399,KROMM Daniella,Daniella,KROMM,female,DE,Europe,2004,False,False,kaggleOlympic
8400,VESTER Hannah,Hannah,VESTER,female,DE,Europe,2006,False,False,kaggleOlympic
8401,VOGEL Fabian,Fabian,VOGEL,male,DE,Europe,1995,False,False,kaggleOlympic
8402,KEVRIC Helen,Helen,KEVRIC,female,DE,Europe,2008,False,False,kaggleOlympic
8403,WICKERT Emilia,Emilia,WICKERT,female,DE,Europe,2007,False,False,kaggleOlympic
8404,OGANESYAN Alina,Alina,OGANESYAN,female,UZ,Asia,2004,False,False,kaggleOlympic
8405,VARFOLOMEEV Darja,Darja,VARFOLOMEEV,female,RU,Europe,2006,False,False,kaggleOlympic
8406,AWALI BOUBACAR Samira,,,female,NG,Africa,2000,True,False,kaggleOlympic
8407,ALHASSANE Ismael,Ismael,ALHASSANE,male,NG,Africa,1994,False,False,kaggleOlympic
8408,PEREZ Laina,Laina,PEREZ,female,CU,North America,1988,False,False,kaggleOlympic
8409,MIYAWAKI Karin,Karin,MIYAWAKI,female,JP,Asia,1997,False,False,kaggleOlympic
8410,TAKASHIMA Risa,Risa,TAKASHIMA,female,JP,Asia,1999,False,False,kaggleOlympic
8411,OZAKI Seri,Seri,OZAKI,female,JP,Asia,2002,False,False,kaggleOlympic
8412,IIMURA Kazuki,Kazuki,IIMURA,male,JP,Asia,2003,False,False,kaggleOlympic
8413,KIKUCHI Komaki,Komaki,KIKUCHI,female,JP,Asia,1997,False,False,kaggleOlympic
8414,YOSHIMURA Miho,Miho,YOSHIMURA,female,JP,Asia,1997,False,False,kaggleOlympic
8415,KOMATA Akira,Akira,KOMATA,male,JP,Asia,1998,False,False,kaggleOlympic
8416,FUKUSHIMA Shihomi,Shihomi,FUKUSHIMA,female,JP,Asia,1995,False,False,kaggleOlympic
8417,EMURA Misaki,Misaki,EMURA,female,JP,Asia,1998,False,False,kaggleOlympic
8418,AZUMA Sera,Sera,AZUMA,female,JP,Asia,1999,False,False,kaggleOlympic
8419,UENO Yuka,Yuka,UENO,female,JP,Asia,2001,False,False,kaggleOlympic
8420,YOSHIDA Kento,Kento,YOSHIDA,male,JP,Asia,1992,False,False,kaggleOlympic
8421,KANO Koki,Koki,KANO,male,JP,Asia,1997,False,False,kaggleOlympic
8422,YAMADA Masaru,Masaru,YAMADA,male,JP,Asia,1994,False,False,kaggleOlympic
8423,MATSUYAMA Kyosuke,Kyosuke,MATSUYAMA,male,JP,Asia,1996,False,False,kaggleOlympic
8424,NAGANO Yudai,Yudai,NAGANO,male,JP,Asia,1998,False,False,kaggleOlympic
8425,SHIKINE Takahiro,Takahiro,SHIKINE,male,JP,Asia,1997,False,False,kaggleOlympic
8426,MINOBE Kazuyasu,Kazuyasu,MINOBE,male,JP,Asia,1987,False,False,kaggleOlympic
8427,FUJISAKA Naoki,Naoki,FUJISAKA,male,JP,Asia,2002,False,False,kaggleOlympic
8428,YASUHIRA Kosuke,Kosuke,YASUHIRA,male,JP,Asia,2000,False,False,kaggleOlympic
8429,OKAMOTO Daisuke,Daisuke,OKAMOTO,male,JP,Asia,1995,False,False,kaggleOlympic
8430,SAKURAI Tomoya,Tomoya,SAKURAI,male,JP,Asia,1999,False,False,kaggleOlympic
8431,NAKAMURA Takumi,Takumi,NAKAMURA,male,JP,Asia,1996,False,False,kaggleOlympic
8432,TAMAKAWA Hiroyasu,Hiroyasu,TAMAKAWA,male,JP,Asia,1995,False,False,kaggleOlympic
8433,SUGIOKA Naoki,Naoki,SUGIOKA,male,JP,Asia,1994,False,False,kaggleOlympic
8434,YOSHIDA Shuichi,Shuichi,YOSHIDA,male,JP,Asia,2001,False,False,kaggleOlympic
8435,TAKANO Sota,Sota,TAKANO,male,JP,Asia,1998,False,False,kaggleOlympic
8436,BAIG Adam Yuki,,,male,JP,Asia,1999,True,False,kaggleOlympic
8437,TOKUDA Shinnosuke,Shinnosuke,TOKUDA,male,JP,Asia,1995,False,False,kaggleOlympic
8438,YOSHINO Tatsuki,Tatsuki,YOSHINO,male,JP,Asia,1994,False,False,kaggleOlympic
8439,WATANABE Jin,Jin,WATANABE,male,JP,Asia,1990,False,False,kaggleOlympic
8440,MOTOKI Hiroki,Hiroki,MOTOKI,male,JP,Asia,1992,False,False,kaggleOlympic
8441,UCHIJIMA Moyuka,Moyuka,UCHIJIMA,female,MY,Asia,2001,False,False,kaggleOlympic
8442,SHIBAHARA Ena,Ena,SHIBAHARA,female,US,North America,1998,False,False,kaggleOlympic
8443,AOYAMA Shuko,Shuko,AOYAMA,female,JP,Asia,1987,False,False,kaggleOlympic
8444,DANIEL Taro,Taro,DANIEL,male,US,North America,1993,False,False,kaggleOlympic
8445,OSAKA Naomi,Naomi,OSAKA,female,JP,Asia,1997,False,False,kaggleOlympic
8446,NISHIKORI Kei,Kei,NISHIKORI,male,JP,Asia,1989,False,False,kaggleOlympic
8447,ABDIRAKHMATOV Zafarmurod,Zafarmurod,ABDIRAKHMATOV,male,UZ,Asia,2003,False,False,kaggleOlympic
8448,ASKAROV Bekhruzbek,Bekhruzbek,ASKAROV,male,UZ,Asia,2003,False,False,kaggleOlympic
8449,BURIEV Abdurauf,Abdurauf,BURIEV,male,UZ,Asia,2002,False,False,kaggleOlympic
8450,AMARE Samsom,Samsom,AMARE,male,ER,Africa,1994,False,False,kaggleOlympic
8451,FUNAKUBO Haruka,Haruka,FUNAKUBO,female,JP,Asia,1998,False,False,kaggleOlympic
8452,TSUNODA Natsumi,Natsumi,TSUNODA,female,JP,Asia,1992,False,False,kaggleOlympic
8453,HASHIMOTO Soichi,Soichi,HASHIMOTO,male,JP,Asia,1991,False,False,kaggleOlympic
8454,TAKAYAMA Rika,Rika,TAKAYAMA,female,JP,Asia,1994,False,False,kaggleOlympic
8455,NIIZOE Saki,Saki,NIIZOE,female,JP,Asia,1996,False,False,kaggleOlympic
8456,SAITO Tatsuru,Tatsuru,SAITO,male,JP,Asia,2002,False,False,kaggleOlympic
8457,MURAO Sanshiro,Sanshiro,MURAO,male,JP,Asia,2000,False,False,kaggleOlympic
8458,NAGAYAMA Ryuju,Ryuju,NAGAYAMA,male,JP,Asia,1996,False,False,kaggleOlympic
8459,ABE Uta,Uta,ABE,female,JP,Asia,2000,False,False,kaggleOlympic
8460,SONE Akira,Akira,SONE,female,JP,Asia,2000,False,False,kaggleOlympic
8461,ABE Hifumi,Hifumi,ABE,male,JP,Asia,1997,False,False,kaggleOlympic
8462,WOLF Aaron,Aaron,WOLF,male,JP,Asia,1996,False,False,kaggleOlympic
8463,NAGASE Takanori,Takanori,NAGASE,male,JP,Asia,1993,False,False,kaggleOlympic
8464,TAKAICHI Miku,Miku,TAKAICHI,female,JP,Asia,1994,False,False,kaggleOlympic
8465,FAYZULLAEV Abbosbek,Abbosbek,FAYZULLAEV,male,UZ,Asia,2003,False,False,kaggleOlympic
8466,SAINBAYAR Jambaljamts,Jambaljamts,SAINBAYAR,male,MN,Asia,1996,False,False,kaggleOlympic
8467,HAMRALIEV Muhammadkodir,Muhammadkodir,HAMRALIEV,male,UZ,Asia,2001,False,False,kaggleOlympic
8468,IBRAGIMOV Ibrokhim,Ibrokhim,IBRAGIMOV,male,UZ,Asia,2001,False,False,kaggleOlympic
8469,JALOLIDDINOV Jasurbek,Jasurbek,JALOLIDDINOV,male,UZ,Asia,2002,False,False,kaggleOlympic
8470,JIYANOV Ruslanbek,Ruslanbek,JIYANOV,male,UZ,Asia,2001,False,False,kaggleOlympic
8471,KHOLMATOV Diyor,Diyor,KHOLMATOV,male,UZ,Asia,2002,False,False,kaggleOlympic
8472,KHUSANOV Abdukodir,Abdukodir,KHUSANOV,male,UZ,Asia,2004,False,False,kaggleOlympic
8473,MIRSAIDOV Saidazamat,Saidazamat,MIRSAIDOV,male,UZ,Asia,2001,False,False,kaggleOlympic
8474,NAZAROV Vladimir,Vladimir,NAZAROV,male,UZ,Asia,2002,False,False,kaggleOlympic
8475,NEMATOV Abduvohid,Abduvohid,NEMATOV,male,UZ,Asia,2001,False,False,kaggleOlympic
8476,NORCHAEV Khusain,Khusain,NORCHAEV,male,UZ,Asia,2002,False,False,kaggleOlympic
8477,ODILOV Alisher,Alisher,ODILOV,male,UZ,Asia,2001,False,False,kaggleOlympic
8478,RAKHIMJONOV Asadbek,Asadbek,RAKHIMJONOV,male,UZ,Asia,2004,False,False,kaggleOlympic
8479,RAKHMONALIEV Umarali,Umarali,RAKHMONALIEV,male,UZ,Asia,2003,False,False,kaggleOlympic
8480,YULDOSHEV Ibrokhimkhalil,Ibrokhimkhalil,YULDOSHEV,male,UZ,Asia,2001,False,False,kaggleOlympic
8481,ALIKULOV Khusniddin,Khusniddin,ALIKULOV,male,UZ,Asia,1999,False,False,kaggleOlympic
8482,SHOMURODOV Eldor,Eldor,SHOMURODOV,male,UZ,Asia,1995,False,False,kaggleOlympic
8483,URUNOV Oston,Oston,URUNOV,male,UZ,Asia,2000,False,False,kaggleOlympic
8484,DAVLYATOV Shokhrukh,Shokhrukh,DAVLYATOV,male,UZ,Asia,1996,False,False,kaggleOlympic
8485,SADULLAYEVA Safina,Safina,SADULLAYEVA,female,UZ,Asia,1998,False,False,kaggleOlympic
8486,DAVRONOVA Sharifa,Sharifa,DAVRONOVA,female,UZ,Asia,2006,False,False,kaggleOlympic
8487,ANVAROV Anvar,Anvar,ANVAROV,male,UZ,Asia,2000,False,False,kaggleOlympic
8488,ANTONIO Manuel,Manuel,ANTONIO,male,AO,Africa,2000,False,False,kaggleOlympic
8489,GIRMA Lamecha,Lamecha,GIRMA,male,ET,Africa,2000,False,False,kaggleOlympic
8490,WALE Getnet,Getnet,WALE,male,ET,Africa,2000,False,False,kaggleOlympic
