,Unnamed: 0,person,person_label,genders,dobs,countries,continents,hasMiddleName,hasProblematicName,hasNoLastName,person_label_norm,hasDifficultName,difficult_reason
390,390.0,http://www.wikidata.org/entity/Q104355780,Erin Sterkenburg,female,2003-03-20T00:00:00Z,South Africa,Africa,False,False,False,Erin Sterkenburg,False,
391,391.0,http://www.wikidata.org/entity/Q104356702,Georgiana Dorward,female,2002-01-01T00:00:00Z,South Africa,Africa,False,False,False,Georgiana Dorward,False,
392,392.0,http://www.wikidata.org/entity/Q104370664,Sasa Klaas,female,1993-05-17T00:00:00Z,Botswana,Africa,False,False,False,Sasa Klaas,False,
393,393.0,http://www.wikidata.org/entity/Q104374139,Dorcas Affo-Toffey,female,1975-05-04T00:00:00Z,Ghana,Africa,False,False,False,Dorcas Affo-Toffey,True,hyphen
394,394.0,http://www.wikidata.org/entity/Q104413194,Manamba Kanté,female,1996-01-01T00:00:00Z,Guinea,Africa,False,False,False,Manamba Kanté,True,non_ascii
395,395.0,http://www.wikidata.org/entity/Q104413978,Ndidi Okezie,female,1979-01-01T00:00:00Z,Nigeria,Africa,False,False,False,Ndidi Okezie,False,
396,396.0,http://www.wikidata.org/entity/Q104416497,Asina Bindimono Ruffine,female,1963-06-01T00:00:00Z,Democratic Republic of the Congo,Africa,True,False,False,Asina Bindimono Ruffine,False,
397,397.0,http://www.wikidata.org/entity/Q104418072,Tella Kpomahou,female,1978-03-18T00:00:00Z,Ivory Coast,Africa,False,False,False,Tella Kpomahou,False,
398,398.0,http://www.wikidata.org/entity/Q104425425,Nzambi Matee,female,1992-01-01T00:00:00Z,Kenya,Africa,False,False,False,Nzambi Matee,False,
399,399.0,http://www.wikidata.org/entity/Q104437314,Kim Seebach,female,1996-11-12T00:00:00Z,Namibia,Africa,False,False,False,Kim Seebach,False,
400,400.0,http://www.wikidata.org/entity/Q104439025,Judith Adem Owigar,female,1985-01-01T00:00:00Z,Kenya,Africa,True,False,False,Judith Adem Owigar,False,
401,401.0,http://www.wikidata.org/entity/Q104444642,Myriam Belkiri,female,1992-04-29T00:00:00Z,Algeria,Africa,False,False,False,Myriam Belkiri,False,
402,402.0,http://www.wikidata.org/entity/Q104444646,Farah N'Ser,female,1988-02-28T00:00:00Z,Morocco,Africa,False,False,False,Farah N'Ser,True,apostrophe
403,403.0,http://www.wikidata.org/entity/Q1044470,Caroline Kwambai,female,1975-09-09T00:00:00Z,Kenya,Africa,False,False,False,Caroline Kwambai,False,
404,404.0,http://www.wikidata.org/entity/Q1044472,Caroline Chepkwony,female,1985-07-24T00:00:00Z,Kenya,Africa,False,False,False,Caroline Chepkwony,False,
405,405.0,http://www.wikidata.org/entity/Q104451984,Hanta Francine Randriambahiny,female,1964-01-01T00:00:00Z,Madagascar,Africa,True,False,False,Hanta Francine Randriambahiny,False,
406,406.0,http://www.wikidata.org/entity/Q104454224,Halima Bah,female,1996-01-01T00:00:00Z,Guinea,Africa,False,False,False,Halima Bah,False,
407,407.0,http://www.wikidata.org/entity/Q1044548,Caroline Rotich,female,1984-05-13T00:00:00Z,Kenya,Africa,False,False,False,Caroline Rotich,False,
408,408.0,http://www.wikidata.org/entity/Q104466701,Miatta Maria Samba,female,1971-10-03T00:00:00Z,Sierra Leone,Africa,True,False,False,Miatta Maria Samba,False,
409,409.0,http://www.wikidata.org/entity/Q104468204,Najwa Taib,female,1983-01-01T00:00:00Z,Morocco,Africa,False,False,False,Najwa Taib,False,
410,410.0,http://www.wikidata.org/entity/Q104522410,Anissa Maoulida,female,1997-05-26T00:00:00Z,Comoros,Africa,False,False,False,Anissa Maoulida,False,
411,411.0,http://www.wikidata.org/entity/Q104522476,Zaharouna Haoudadji,female,2000-06-03T00:00:00Z,Comoros,Africa,False,False,False,Zaharouna Haoudadji,False,
412,412.0,http://www.wikidata.org/entity/Q104523176,TinyM,female,1973-05-27T00:00:00Z,South Africa,Africa,False,True,True,TinyM,False,
413,413.0,http://www.wikidata.org/entity/Q104536631,Badra Ben Mustapha,female,1912-03-12T00:00:00Z,Tunisia,Africa,True,False,False,Badra Ben Mustapha,False,
414,414.0,http://www.wikidata.org/entity/Q104538322,Zuwera Ibrahimah,female,1970-07-27T00:00:00Z,Ghana,Africa,False,False,False,Zuwera Ibrahimah,False,
415,415.0,http://www.wikidata.org/entity/Q104586121,Amira Hilmi Matar,female,1930-01-01T00:00:00Z,Egypt,Africa,True,False,False,Amira Hilmi Matar,False,
416,416.0,http://www.wikidata.org/entity/Q104587499,Rahma Abdulmajid,female,1980-01-01T00:00:00Z,Nigeria,Africa,False,False,False,Rahma Abdulmajid,False,
417,417.0,http://www.wikidata.org/entity/Q104587523,Victoria Aguiyi-Ironsi,female,1923-11-21T00:00:00Z,Nigeria,Africa,False,False,False,Victoria Aguiyi-Ironsi,True,hyphen
418,418.0,http://www.wikidata.org/entity/Q104587532,Hirut Kassaw,female,1976-02-05T00:00:00Z,Ethiopia,Africa,False,False,False,Hirut Kassaw,False,
419,419.0,http://www.wikidata.org/entity/Q104588889,Agitu Ideo Gudeta,female,1978-01-01T00:00:00Z,Ethiopia,Africa,True,False,False,Agitu Ideo Gudeta,False,
420,420.0,http://www.wikidata.org/entity/Q104595282,Aderonke Apata,female,1967-01-20T00:00:00Z,Nigeria,Africa,False,False,False,Aderonke Apata,False,
421,421.0,http://www.wikidata.org/entity/Q104598316,Jummai Babangida Aliyu,female,1959-01-01T00:00:00Z,Nigeria,Africa,True,False,False,Jummai Babangida Aliyu,False,
422,422.0,http://www.wikidata.org/entity/Q104598782,Fatima Ibrahim Shema,female,1962-01-01T00:00:00Z,Nigeria,Africa,True,False,False,Fatima Ibrahim Shema,False,
423,423.0,http://www.wikidata.org/entity/Q104600285,Gaji Fatima Dantata,female,1957-01-01T00:00:00Z,Nigeria,Africa,True,False,False,Gaji Fatima Dantata,False,
424,424.0,http://www.wikidata.org/entity/Q104600300,Zainab Ujudud Shariff,female,1963-01-01T00:00:00Z,Nigeria,Africa,True,False,False,Zainab Ujudud Shariff,False,
425,425.0,http://www.wikidata.org/entity/Q104602197,Karin Avenant,female,1964-03-26T00:00:00Z,South Africa,Africa,False,False,False,Karin Avenant,False,
426,426.0,http://www.wikidata.org/entity/Q104604682,Aïcha Ibrahim,female,1949-01-01T00:00:00Z,French protectorate of Tunisia,Africa,False,False,False,Aïcha Ibrahim,True,non_ascii
427,427.0,http://www.wikidata.org/entity/Q104622999,Hadjatu Aliat Swelm,female,1973-01-01T00:00:00Z,Morocco,Africa,True,False,False,Hadjatu Aliat Swelm,False,
428,428.0,http://www.wikidata.org/entity/Q104624486,Hanna Lalango,female,2008-01-01T00:00:00Z,Ethiopia,Africa,False,False,False,Hanna Lalango,False,
429,429.0,http://www.wikidata.org/entity/Q104626596,Fetlework Gebregziabher,female,1961-01-01T00:00:00Z,Ethiopia,Africa,False,False,False,Fetlework Gebregziabher,False,
430,430.0,http://www.wikidata.org/entity/Q104634790,Martha Kuwee Kumsa,female,1955-01-01T00:00:00Z,Ethiopia,Africa,True,False,False,Martha Kuwee Kumsa,False,
431,431.0,http://www.wikidata.org/entity/Q104635658,Birtukan Ayano Dadi,female,1975-01-01T00:00:00Z,Ethiopia,Africa,True,False,False,Birtukan Ayano Dadi,False,
432,432.0,http://www.wikidata.org/entity/Q104635831,Else Nizigama Ntamagiro,female,1972-11-15T00:00:00Z,Burundi,Africa,True,False,False,Else Nizigama Ntamagiro,False,
433,433.0,http://www.wikidata.org/entity/Q104638938,Monique Ngo Ndjock,female,1985-10-08T00:00:00Z,Cameroon,Africa,True,False,False,Monique Ngo Ndjock,False,
434,434.0,http://www.wikidata.org/entity/Q104640300,Ms Cosmo,female,1988-04-20T00:00:00Z,South Africa,Africa,False,False,False,Ms Cosmo,False,
435,435.0,http://www.wikidata.org/entity/Q104642113,Izetta Roberts Cooper,female,1929-10-13T00:00:00Z,Liberia,Africa,True,False,False,Izetta Roberts Cooper,False,
436,436.0,http://www.wikidata.org/entity/Q104643351,Soraya Mellili,female,1982-02-14T00:00:00Z,Algeria,Africa,False,False,False,Soraya Mellili,False,
437,437.0,http://www.wikidata.org/entity/Q104649268,Theresa Lardi Awuni,female,1979-01-02T00:00:00Z,Ghana,Africa,True,False,False,Theresa Lardi Awuni,False,
438,438.0,http://www.wikidata.org/entity/Q104649846,Nkirika Peace Obiajulu,female,1954-01-01T00:00:00Z,Nigeria,Africa,True,False,False,Nkirika Peace Obiajulu,False,
439,439.0,http://www.wikidata.org/entity/Q104665797,Sophia Williams-de Bruyn,female,1938-01-01T00:00:00Z,South Africa,Africa,True,False,False,Sophia Williams-de Bruyn,True,hyphen
440,440.0,http://www.wikidata.org/entity/Q104687952,Abuk Payiti Ayik,female,2000-01-01T00:00:00Z,South Sudan,Africa,True,False,False,Abuk Payiti Ayik,False,
441,441.0,http://www.wikidata.org/entity/Q104701310,Cynthia Fraser,female,1934-12-07T00:00:00Z,South Africa,Africa,False,False,False,Cynthia Fraser,False,
442,442.0,http://www.wikidata.org/entity/Q104704556,Rosemary Nyerere,female,1961-10-27T00:00:00Z,Tanzania,Africa,False,False,False,Rosemary Nyerere,False,
443,443.0,http://www.wikidata.org/entity/Q104717322,Kamini Pather,female,1983-04-20T00:00:00Z,South Africa,Africa,False,False,False,Kamini Pather,False,
444,444.0,http://www.wikidata.org/entity/Q104717556,Doreen Kabareebe,female,1990-12-25T00:00:00Z,Uganda,Africa,False,False,False,Doreen Kabareebe,False,
445,445.0,http://www.wikidata.org/entity/Q104771218,Henriette Wamu,female,1966-03-28T00:00:00Z,Democratic Republic of the Congo,Africa,False,False,False,Henriette Wamu,False,
446,446.0,http://www.wikidata.org/entity/Q104772194,Sophie Adonon,female,1964-01-01T00:00:00Z,Benin,Africa,False,False,False,Sophie Adonon,False,
447,447.0,http://www.wikidata.org/entity/Q104784106,Chichi Gift  Egbule,female,1990-10-01T00:00:00Z,Nigeria,Africa,True,False,False,Chichi Gift Egbule,True,whitespace
448,448.0,http://www.wikidata.org/entity/Q104794304,Edda Ella Chitalo,female,1932-01-01T00:00:00Z,Malawi,Africa,True,False,False,Edda Ella Chitalo,False,
449,449.0,http://www.wikidata.org/entity/Q104794313,Fitsum Assefa,female,1979-01-01T00:00:00Z,Ethiopia,Africa,False,False,False,Fitsum Assefa,False,
450,450.0,http://www.wikidata.org/entity/Q104795610,Dinah Reindorf,female,1943-01-01T00:00:00Z,Ghana,Africa,False,False,False,Dinah Reindorf,False,
451,451.0,http://www.wikidata.org/entity/Q104801275,Fatmah Selim,female,1995-09-01T00:00:00Z,Egypt,Africa,False,False,False,Fatmah Selim,False,
452,452.0,http://www.wikidata.org/entity/Q104822337,Ergoge Tesfaye,female,1978-01-01T00:00:00Z,Ethiopia,Africa,False,False,False,Ergoge Tesfaye,False,
453,453.0,http://www.wikidata.org/entity/Q1048226,Cashandra Slingerland,female,1974-12-08T00:00:00Z,South Africa,Africa,False,False,False,Cashandra Slingerland,False,
454,454.0,http://www.wikidata.org/entity/Q104825430,Aya Saeid Saber,female,1991-03-20T00:00:00Z,Egypt,Africa,True,False,False,Aya Saeid Saber,False,
455,455.0,http://www.wikidata.org/entity/Q104828106,Hasna Ben Slimane,female,1973-11-06T00:00:00Z,Tunisia,Africa,True,False,False,Hasna Ben Slimane,False,
456,456.0,http://www.wikidata.org/entity/Q104829255,Safia Elmi Djibril,female,1963-01-01T00:00:00Z,Djibouti,Africa,True,False,False,Safia Elmi Djibril,False,
457,457.0,http://www.wikidata.org/entity/Q104829441,Bintou Keita,female,1958-01-01T00:00:00Z,Guinea,Africa,False,False,False,Bintou Keita,False,
458,458.0,http://www.wikidata.org/entity/Q104835826,Hadjira Oumouri,female,1969-03-08T00:00:00Z,Comoros,Africa,False,False,False,Hadjira Oumouri,False,
459,459.0,http://www.wikidata.org/entity/Q104842940,Makhadzi,female,1996-06-20T00:00:00Z,South Africa,Africa,False,True,True,Makhadzi,False,
460,460.0,http://www.wikidata.org/entity/Q104843583,Tosin Otubajo,female,1984-07-16T00:00:00Z,Nigeria,Africa,False,False,False,Tosin Otubajo,False,
461,461.0,http://www.wikidata.org/entity/Q104867415,Lamia Essaadi,female,1979-01-01T00:00:00Z,Morocco,Africa,False,False,False,Lamia Essaadi,False,
462,462.0,http://www.wikidata.org/entity/Q104868137,Gamal Ali Fouad Ismail,female,1950-10-29T00:00:00Z,Egypt,Africa,True,False,False,Gamal Ali Fouad Ismail,False,
463,463.0,http://www.wikidata.org/entity/Q104868671,Veronica Openibo,female,1951-01-17T00:00:00Z,Nigeria,Africa,False,False,False,Veronica Openibo,False,
464,464.0,http://www.wikidata.org/entity/Q104883043,Maria Athanasopoulou,female,1900-01-01T00:00:00Z,Ottoman Empire,Africa,False,False,False,Maria Athanasopoulou,False,
465,465.0,http://www.wikidata.org/entity/Q104903655,Nombulelo Hermans,female,1970-01-01T00:00:00Z,South Africa,Africa,False,False,False,Nombulelo Hermans,False,
466,466.0,http://www.wikidata.org/entity/Q104904723,Mariya Nzigiyimana,female,1934-01-01T00:00:00Z,Burundi,Africa,False,False,False,Mariya Nzigiyimana,False,
467,467.0,http://www.wikidata.org/entity/Q104905898,Iolanda Évora,female,1964-02-16T00:00:00Z,Cape Verde,Africa,False,False,False,Iolanda Évora,True,non_ascii
468,468.0,http://www.wikidata.org/entity/Q104906052,Halimatou Diallo,female,1993-01-20T00:00:00Z,Guinea,Africa,False,False,False,Halimatou Diallo,False,
469,469.0,http://www.wikidata.org/entity/Q104918173,Iphigenia Efunjoke Coker,female,1924-09-29T00:00:00Z,Nigeria,Africa,True,False,False,Iphigenia Efunjoke Coker,False,
470,470.0,http://www.wikidata.org/entity/Q10492742,Evelyn Mase,female,1922-05-18T00:00:00Z,South Africa,Africa,False,False,False,Evelyn Mase,False,
471,471.0,http://www.wikidata.org/entity/Q104933057,Chibesa Kankasa,female,1936-03-23T00:00:00Z,Zambia,Africa,False,False,False,Chibesa Kankasa,False,
472,472.0,http://www.wikidata.org/entity/Q104963353,Alice Mashingaidze,female,2000-01-01T00:00:00Z,Zimbabwe,Africa,False,False,False,Alice Mashingaidze,False,
473,473.0,http://www.wikidata.org/entity/Q104970077,Essmat Ezzat,female,1929-01-01T00:00:00Z,Egypt,Africa,False,False,False,Essmat Ezzat,False,
474,474.0,http://www.wikidata.org/entity/Q105001942,Amélia Sumbana,female,1949-12-12T00:00:00Z,Mozambique,Africa,False,False,False,Amélia Sumbana,True,non_ascii
475,475.0,http://www.wikidata.org/entity/Q105027957,Elsa Garrido,female,1977-01-01T00:00:00Z,São Tomé and Príncipe,Africa,False,False,False,Elsa Garrido,False,
476,476.0,http://www.wikidata.org/entity/Q105036832,Galani Garri,female,1900-01-01T00:00:00Z,Ottoman Empire,Africa,False,False,False,Galani Garri,False,
477,477.0,http://www.wikidata.org/entity/Q105037740,Annie Lulu,female,1987-01-01T00:00:00Z,Democratic Republic of the Congo,Africa,False,False,False,Annie Lulu,False,
478,478.0,http://www.wikidata.org/entity/Q105037970,Faouzia Mebarki,female,1959-06-07T00:00:00Z,Algeria,Africa,False,False,False,Faouzia Mebarki,False,
479,479.0,http://www.wikidata.org/entity/Q105038571,Eldevina Materula,female,1982-06-29T00:00:00Z,Mozambique,Africa,False,False,False,Eldevina Materula,False,
480,480.0,http://www.wikidata.org/entity/Q105044669,Victoria Bright,female,1965-03-16T00:00:00Z,Ghana,Africa,False,False,False,Victoria Bright,False,
481,481.0,http://www.wikidata.org/entity/Q105045673,Camille Aumont Carnel,female,1996-12-06T00:00:00Z,Niger,Africa,True,False,False,Camille Aumont Carnel,False,
482,482.0,http://www.wikidata.org/entity/Q105047328,Bertha Kingori,female,1930-11-19T00:00:00Z,Tanzania,Africa,False,False,False,Bertha Kingori,False,
483,483.0,http://www.wikidata.org/entity/Q105070907,Jane Raphaely,female,1937-07-30T00:00:00Z,South Africa,Africa,False,False,False,Jane Raphaely,False,
484,484.0,http://www.wikidata.org/entity/Q105071250,Marcelle Kuetche,female,1992-01-01T00:00:00Z,Cameroon,Africa,False,False,False,Marcelle Kuetche,False,
485,485.0,http://www.wikidata.org/entity/Q105071778,Agness Gidna,female,1950-01-01T00:00:00Z,Tanzania,Africa,False,False,False,Agness Gidna,False,
486,486.0,http://www.wikidata.org/entity/Q105072183,Paula Simons,female,1964-12-25T00:00:00Z,Angola,Africa,False,False,False,Paula Simons,False,
487,487.0,http://www.wikidata.org/entity/Q105072416,Jean-Paul Mpila,female,1960-11-29T00:00:00Z,Republic of the Congo,Africa,False,False,False,Jean-Paul Mpila,True,hyphen
488,488.0,http://www.wikidata.org/entity/Q105078643,Rosamund Everard-Steenkamp,female,1907-01-01T00:00:00Z,South Africa,Africa,False,False,False,Rosamund Everard-Steenkamp,True,hyphen
489,489.0,http://www.wikidata.org/entity/Q105084925,Heline Eweni,female,1996-01-01T00:00:00Z,Cameroon,Africa,False,False,False,Heline Eweni,False,
490,490.0,http://www.wikidata.org/entity/Q105089610,Leonora van den Heever,female,1926-07-09T00:00:00Z,South Africa,Africa,True,False,False,Leonora van den Heever,False,
491,491.0,http://www.wikidata.org/entity/Q1050897,Catherina Paulin,female,1985-02-03T00:00:00Z,Seychelles,Africa,False,False,False,Catherina Paulin,False,
492,492.0,http://www.wikidata.org/entity/Q105094438,Harmonie Dodé Byll Catarya,female,1991-01-01T00:00:00Z,Benin,Africa,True,False,False,Harmonie Dodé Byll Catarya,True,non_ascii
493,493.0,http://www.wikidata.org/entity/Q1050991,Catherine Kang,female,1987-09-25T00:00:00Z,Central African Republic,Africa,False,False,False,Catherine Kang,False,
494,494.0,http://www.wikidata.org/entity/Q105099701,Regina Twala,female,1908-01-01T00:00:00Z,South Africa,Africa,False,False,False,Regina Twala,False,
495,495.0,http://www.wikidata.org/entity/Q1051020,Catherine Namugala,female,1966-01-02T00:00:00Z,Zambia,Africa,False,False,False,Catherine Namugala,False,
496,496.0,http://www.wikidata.org/entity/Q105105301,Jeanette Traverso,female,1946-05-28T00:00:00Z,South Africa,Africa,False,False,False,Jeanette Traverso,False,
497,497.0,http://www.wikidata.org/entity/Q105112967,Hasna Tamtaoui,female,1969-08-02T00:00:00Z,Morocco,Africa,False,False,False,Hasna Tamtaoui,False,
498,498.0,http://www.wikidata.org/entity/Q1051142,Cathy Foo Kune,female,1960-01-01T00:00:00Z,Mauritius,Africa,True,False,False,Cathy Foo Kune,False,
499,499.0,http://www.wikidata.org/entity/Q105121939,Emilia Asim-Ita,female,1998-01-01T00:00:00Z,Nigeria,Africa,False,False,False,Emilia Asim-Ita,True,hyphen
500,500.0,http://www.wikidata.org/entity/Q10000001,Tatyana Kolotilshchikova,female,1937-04-11T00:00:00Z,Soviet Union,Asia,False,False,False,Tatyana Kolotilshchikova,False,
501,501.0,http://www.wikidata.org/entity/Q100016875,Sukri Bommagowda,female,1937-01-01T00:00:00Z,India,Asia,False,False,False,Sukri Bommagowda,False,
502,502.0,http://www.wikidata.org/entity/Q100116307,Cynthia Patag,female,1956-02-28T00:00:00Z,Philippines,Asia,False,False,False,Cynthia Patag,False,
503,503.0,http://www.wikidata.org/entity/Q100138120,Bharati Harish Dangre,female,1968-01-01T00:00:00Z,India,Asia,True,False,False,Bharati Harish Dangre,False,
504,504.0,http://www.wikidata.org/entity/Q100138411,Qian Xijun,female,1905-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Qian Xijun,False,
505,505.0,http://www.wikidata.org/entity/Q100138493,Qiu Yihan,female,1907-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Qiu Yihan,False,
506,506.0,http://www.wikidata.org/entity/Q100142328,Rengin Altay,female,1962-09-23T00:00:00Z,Turkey,Asia,False,False,False,Rengin Altay,False,
507,507.0,http://www.wikidata.org/entity/Q100146393,Sai Na,female,1979-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Sai Na,False,
508,508.0,http://www.wikidata.org/entity/Q100146403,Yeom Seungsuk,female,1982-01-01T00:00:00Z,South Korea,Asia,False,False,False,Yeom Seungsuk,False,
509,509.0,http://www.wikidata.org/entity/Q100146627,Marina Rosenberg,female,1976-01-01T00:00:00Z,Israel,Asia,False,False,False,Marina Rosenberg,False,
510,510.0,http://www.wikidata.org/entity/Q100146686,Tara Gandhi,female,1934-04-24T00:00:00Z,British Raj,Asia,False,False,False,Tara Gandhi,False,
511,511.0,http://www.wikidata.org/entity/Q100146688,Wang Henei,female,1912-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Wang Henei,False,
512,512.0,http://www.wikidata.org/entity/Q100146791,Wang Quanyuan,female,1913-01-01T00:00:00Z,Republic of China,Asia,False,False,False,Wang Quanyuan,False,
513,513.0,http://www.wikidata.org/entity/Q100146799,Wang Yingchun,female,1942-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Wang Yingchun,False,
514,514.0,http://www.wikidata.org/entity/Q100146820,Wu Fulian,female,1912-01-01T00:00:00Z,Republic of China,Asia,False,False,False,Wu Fulian,False,
515,515.0,http://www.wikidata.org/entity/Q100146877,Wulan,female,1923-01-01T00:00:00Z,People's Republic of China,Asia,False,True,True,Wulan,False,
516,516.0,http://www.wikidata.org/entity/Q100147027,Xiao Yuehua,female,1913-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Xiao Yuehua,False,
517,517.0,http://www.wikidata.org/entity/Q100147817,Sumitra Kulkarni,female,1929-10-05T00:00:00Z,British Raj,Asia,False,False,False,Sumitra Kulkarni,False,
518,518.0,http://www.wikidata.org/entity/Q100149087,Melika Ahadi,female,1998-05-18T00:00:00Z,Iran,Asia,False,False,False,Melika Ahadi,False,
519,519.0,http://www.wikidata.org/entity/Q100150481,Su Pei-ling,female,2000-01-30T00:00:00Z,Taiwan,Asia,False,False,False,Su Pei-ling,True,hyphen
520,520.0,http://www.wikidata.org/entity/Q100151554,Tatyana Vlasova,female,1943-01-05T00:00:00Z,Soviet Union,Asia,False,False,False,Tatyana Vlasova,False,
521,521.0,http://www.wikidata.org/entity/Q100151994,Yang Houzhen,female,1908-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Yang Houzhen,False,
522,522.0,http://www.wikidata.org/entity/Q100152023,Yang Huizen,female,1913-01-01T00:00:00Z,Republic of China,Asia,False,False,False,Yang Huizen,False,
523,523.0,http://www.wikidata.org/entity/Q100152143,Ye Tao,female,1905-01-01T00:00:00Z,Empire of Japan,Asia,False,False,False,Ye Tao,False,
524,524.0,http://www.wikidata.org/entity/Q100152796,Zhang Guiqin,female,1941-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Zhang Guiqin,False,
525,525.0,http://www.wikidata.org/entity/Q100152836,Zhenhua,female,1909-01-01T00:00:00Z,Republic of China,Asia,False,True,True,Zhenhua,False,
526,526.0,http://www.wikidata.org/entity/Q100152844,Zhong Yuzheng,female,1930-01-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Zhong Yuzheng,False,
527,527.0,http://www.wikidata.org/entity/Q100153927,Hayeon,female,1998-08-31T00:00:00Z,South Korea,Asia,False,True,True,Hayeon,False,
528,528.0,http://www.wikidata.org/entity/Q100159294,Nurani Ratu Azzahra,female,2002-05-15T00:00:00Z,Indonesia,Asia,True,False,False,Nurani Ratu Azzahra,False,
529,529.0,http://www.wikidata.org/entity/Q100168530,Alexandra Kalev,female,1970-01-01T00:00:00Z,Israel,Asia,False,False,False,Alexandra Kalev,False,
530,530.0,http://www.wikidata.org/entity/Q100223754,Vijay Atluri,female,1956-05-31T00:00:00Z,India,Asia,False,False,False,Vijay Atluri,False,
531,531.0,http://www.wikidata.org/entity/Q100233715,Kamala Balakrishnan,female,1930-01-16T00:00:00Z,India,Asia,False,False,False,Kamala Balakrishnan,False,
532,532.0,http://www.wikidata.org/entity/Q100235645,Nada Boustani,female,1983-01-27T00:00:00Z,Lebanon,Asia,False,False,False,Nada Boustani,False,
533,533.0,http://www.wikidata.org/entity/Q100235770,Irit Ben-Abba,female,1958-01-01T00:00:00Z,Israel,Asia,False,False,False,Irit Ben-Abba,True,hyphen
534,534.0,http://www.wikidata.org/entity/Q100237345,Hande Sarıoğlu,female,1988-09-19T00:00:00Z,Turkey,Asia,False,False,False,Hande Sarıoğlu,True,non_ascii
535,535.0,http://www.wikidata.org/entity/Q100248430,Shakuntala Bhagat,female,1933-02-06T00:00:00Z,India,Asia,False,False,False,Shakuntala Bhagat,False,
536,536.0,http://www.wikidata.org/entity/Q100251607,Jo Yeong-ja,female,1950-01-08T00:00:00Z,South Korea,Asia,False,False,False,Jo Yeong-ja,True,hyphen
537,537.0,http://www.wikidata.org/entity/Q100251647,Jo Yeong-suk,female,1951-08-06T00:00:00Z,South Korea,Asia,False,False,False,Jo Yeong-suk,True,hyphen
538,538.0,http://www.wikidata.org/entity/Q100251969,Zhang Yiming,female,2000-11-01T00:00:00Z,People's Republic of China,Asia,False,False,False,Zhang Yiming,False,
539,539.0,http://www.wikidata.org/entity/Q100252442,Hồng Đào,female,1962-09-25T00:00:00Z,Vietnam,Asia,False,False,False,Hồng Đào,True,non_ascii
540,540.0,http://www.wikidata.org/entity/Q100254882,Luo Chuyue,female,2001-08-10T00:00:00Z,People's Republic of China,Asia,False,False,False,Luo Chuyue,False,
541,541.0,http://www.wikidata.org/entity/Q100255645,Koo Donghee,female,1974-01-01T00:00:00Z,South Korea,Asia,False,False,False,Koo Donghee,False,
542,542.0,http://www.wikidata.org/entity/Q100255658,Hanan Jarrar,female,1975-02-14T00:00:00Z,State of Palestine,Asia,False,False,False,Hanan Jarrar,False,
543,543.0,http://www.wikidata.org/entity/Q100256841,Rachel Tseng,female,1998-03-03T00:00:00Z,South Korea,Asia,False,False,False,Rachel Tseng,False,
544,544.0,http://www.wikidata.org/entity/Q100257890,"Rabīʻ, Āminah",female,1969-01-01T00:00:00Z,Oman,Asia,False,False,False,"Rabīʻ, Āminah",True,punctuation|non_ascii
545,545.0,http://www.wikidata.org/entity/Q100258074,Rania Eissa,female,1978-10-08T00:00:00Z,Lebanon,Asia,False,False,False,Rania Eissa,False,
546,546.0,http://www.wikidata.org/entity/Q100258154,Zarqa Yaftali,female,1984-01-01T00:00:00Z,Afghanistan,Asia,False,False,False,Zarqa Yaftali,False,
547,547.0,http://www.wikidata.org/entity/Q100258269,Jumana karim,female,1984-10-06T00:00:00Z,Iraq,Asia,False,False,False,Jumana karim,False,
548,548.0,http://www.wikidata.org/entity/Q100258571,Amina Rasul-Bernardo,female,1954-01-01T00:00:00Z,Philippines,Asia,False,False,False,Amina Rasul-Bernardo,True,hyphen
549,549.0,http://www.wikidata.org/entity/Q100258613,Aida Idriss,female,1934-01-01T00:00:00Z,Lebanon,Asia,False,False,False,Aida Idriss,False,
550,550.0,http://www.wikidata.org/entity/Q100258644,Alia Hatogh Buran,female,1955-01-01T00:00:00Z,Jordan,Asia,True,False,False,Alia Hatogh Buran,False,
551,552.0,http://www.wikidata.org/entity/Q100260161,Sajida Obaidl,female,1957-11-02T00:00:00Z,Iraq,Asia,False,False,False,Sajida Obaidl,False,
552,553.0,http://www.wikidata.org/entity/Q100260999,Muqadasa Ahmadzai,female,1993-01-01T00:00:00Z,Afghanistan,Asia,False,False,False,Muqadasa Ahmadzai,False,
553,554.0,http://www.wikidata.org/entity/Q100262707,Yukimi Moriyama,female,1996-08-09T00:00:00Z,Japan,Asia,False,False,False,Yukimi Moriyama,False,
554,555.0,http://www.wikidata.org/entity/Q100262740,Kristina Miletić,female,2000-04-21T00:00:00Z,Azerbaijan,Asia,False,False,False,Kristina Miletić,True,non_ascii
555,556.0,http://www.wikidata.org/entity/Q100262813,Mayuko Goto,female,1995-07-13T00:00:00Z,Japan,Asia,False,False,False,Mayuko Goto,False,
