person,person_label,genders,dobs,countries,continents
http://www.wikidata.org/entity/Q100324016,Zhang Xiantu,female,1926-01-01T00:00:00Z,People's Republic of China,Asia
http://www.wikidata.org/entity/Q100324192,Nao Kobayashi,female,1993-10-27T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100324400,Roza Erdemli,female,2001-01-15T00:00:00Z,Turkey,Asia
http://www.wikidata.org/entity/Q1003254,Buket Bengisu,female,1978-07-19T00:00:00Z,Turkey,Asia
http://www.wikidata.org/entity/Q100329203,Vera Sukhova,female,1963-07-09T00:00:00Z,Soviet Union,Asia
http://www.wikidata.org/entity/Q100331971,Se-hwa Oh,female,1943-01-01T00:00:00Z,South Korea,Asia
http://www.wikidata.org/entity/Q100332386,Shlomit Yanisky-Ravid,female,1963-11-11T00:00:00Z,Israel,Asia
http://www.wikidata.org/entity/Q100340800,Huda Hamed,female,1981-01-01T00:00:00Z,Oman,Asia
http://www.wikidata.org/entity/Q100348084,Si Jia,female,1978-06-08T00:00:00Z,People's Republic of China,Asia
http://www.wikidata.org/entity/Q100369513,Orly Amit,female,1990-01-01T00:00:00Z,Israel,Asia
http://www.wikidata.org/entity/Q100377521,İdil Keysan,female,1993-01-01T00:00:00Z,Turkey,Asia
http://www.wikidata.org/entity/Q100382817,Paula Bataona Renyaan,female,1942-09-16T00:00:00Z,Indonesia,Asia
http://www.wikidata.org/entity/Q100385520,Pushpa Bhave,female,1939-03-23T00:00:00Z,India,Asia
http://www.wikidata.org/entity/Q100397038,Leia,female,2001-05-14T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100400535,Yasemin Besen–Cassino,female,1978-12-27T00:00:00Z,Turkey,Asia
http://www.wikidata.org/entity/Q100400601,Hatice Barré,female,1980-08-03T00:00:00Z,Turkey,Asia
http://www.wikidata.org/entity/Q100401047,Swapna Sanjiv Joshi,female,1959-01-01T00:00:00Z,India,Asia
http://www.wikidata.org/entity/Q100421215,Lesley Sachs,female,1958-08-25T00:00:00Z,Israel,Asia
http://www.wikidata.org/entity/Q100421709,Limor Rose,female,1968-09-03T00:00:00Z,Israel,Asia
http://www.wikidata.org/entity/Q1004266,Etsuko Fukano,female,1972-02-09T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100428190,Wolftyla,female,1996-06-01T00:00:00Z,South Korea,Asia
http://www.wikidata.org/entity/Q100431954,Perin Chandra,female,1918-10-02T00:00:00Z,India,Asia
http://www.wikidata.org/entity/Q1004398,Asumi Nakada,female,1988-04-05T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100448914,Jennifer Lasimbang,female,1974-01-01T00:00:00Z,Malaysia,Asia
http://www.wikidata.org/entity/Q100450281,Li-Cheng Hung,female,1985-03-31T00:00:00Z,Taiwan,Asia
http://www.wikidata.org/entity/Q100451978,Alyssa Dezek,female,2008-04-24T00:00:00Z,Malaysia,Asia
http://www.wikidata.org/entity/Q100453071,Jialing Zhang,female,1984-01-01T00:00:00Z,People's Republic of China,Asia
http://www.wikidata.org/entity/Q100453258,Martha Nakamura,female,1990-01-01T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453268,Mio Takemura,female,1989-01-19T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453269,Kokoro Maeda,female,2002-06-23T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453331,Fumiho Kero,female,1945-10-01T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453363,Riina Murakami,female,1994-11-26T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453524,Rena Kodama,female,1999-12-12T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453564,Kawaguchi Aoi,female,1998-11-26T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453587,Seina Saito,female,1992-05-30T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453611,Shikako,female,1988-10-03T00:00:00Z,Japan,Asia
http://www.wikidata.org/entity/Q100453620,Yumeno Noda,female,1997-10-25T00:00:00Z,Japan,Asia
