person,person_label,genders,dobs,countries,continents
http://www.wikidata.org/entity/Q100364484,Loub Yacout Zaïdou,female,1961-01-01T00:00:00Z,Comoros,Africa
http://www.wikidata.org/entity/Q100375903,Cynthia Butare,female,1987-01-01T00:00:00Z,Rwanda,Africa
http://www.wikidata.org/entity/Q100376295,Thouria El Hadraoui,female,1957-01-01T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q100376310,Sakina Safadi,female,1952-01-01T00:00:00Z,Morocco,Africa
http://www.wikidata.org/entity/Q100383566,Laura Musanase,female,1993-01-01T00:00:00Z,Tanzania,Africa
http://www.wikidata.org/entity/Q100384329,Munezero Aline,female,1994-01-01T00:00:00Z,Rwanda,Africa
http://www.wikidata.org/entity/Q100396318,Girley Jazama,female,1984-01-01T00:00:00Z,Namibia,Africa
http://www.wikidata.org/entity/Q100415817,Nadège Uwamwezi,female,1993-01-01T00:00:00Z,Rwanda,Africa
http://www.wikidata.org/entity/Q100418524,Dora Francisca Edu-Buandoh,female,1962-04-01T00:00:00Z,Ghana,Africa
http://www.wikidata.org/entity/Q100427228,Martine Oulabou,female,1959-01-01T00:00:00Z,Gabon,Africa
http://www.wikidata.org/entity/Q100431141,Ayyam Sureau,female,1965-01-01T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q100433730,Catherine Kamau,female,1987-02-03T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q100433813,Aïcha Boro,female,1978-05-24T00:00:00Z,Burkina Faso,Africa
http://www.wikidata.org/entity/Q100436816,Fay Goldie,female,1904-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100439059,Aderonke Adeola,female,1990-01-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q100489282,Pascale Lamche,female,1960-07-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100535753,Kagendo Murungi,female,1971-12-07T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q100543825,Omelga Mthiyane,female,1977-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100550045,Kokunre Agbontaen Eghafona,female,1959-10-01T00:00:00Z,Nigeria,Africa
http://www.wikidata.org/entity/Q100551511,Brillian Jepkorir Kipkoech,female,1995-03-01T00:00:00Z,Kenya,Africa
http://www.wikidata.org/entity/Q100560895,Alfa Demmellash,female,1979-01-01T00:00:00Z,Ethiopia,Africa
http://www.wikidata.org/entity/Q100571577,Hadassah Spira Epstein,female,1909-12-30T00:00:00Z,Ottoman Empire,Africa
http://www.wikidata.org/entity/Q100571835,Habiba Marzouk,female,2002-05-14T00:00:00Z,Egypt,Africa
http://www.wikidata.org/entity/Q100571950,Anne-Leen Thorburn,female,2006-01-01T00:00:00Z,Namibia,Africa
http://www.wikidata.org/entity/Q100571960,Garcelle Napier,female,2005-05-10T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100571994,Janke du Plessis,female,2005-01-01T00:00:00Z,Namibia,Africa
http://www.wikidata.org/entity/Q100572021,Phiwe Mangaliso Nhleko,female,2006-01-31T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100572044,Shante Thandiso Keleboglie Koti,female,2006-06-11T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100574455,Hannah de Goede,female,2006-01-01T00:00:00Z,Namibia,Africa
http://www.wikidata.org/entity/Q100574461,Isabella Tanya Bottger,female,2006-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100574489,Jasmin Pillay,female,2006-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100574751,Minette Hough,female,2004-01-01T00:00:00Z,Namibia,Africa
http://www.wikidata.org/entity/Q100574781,Olivia Laszlo Bergem,female,2006-01-01T00:00:00Z,Namibia,Africa
http://www.wikidata.org/entity/Q100587672,Fatou Samba,female,1995-03-25T00:00:00Z,Senegal,Africa
http://www.wikidata.org/entity/Q100594757,Tyde Kara Cooper,female,2006-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100598230,Melissa Cohen,female,1986-01-01T00:00:00Z,South Africa,Africa
http://www.wikidata.org/entity/Q100605576,Sira Jallow,female,2004-01-01T00:00:00Z,The Gambia,Africa
http://www.wikidata.org/entity/Q100698240,Vivienne Roumani,female,1950-01-01T00:00:00Z,Libya,Africa
http://www.wikidata.org/entity/Q100699718,Mariya Petrovna Zhabinskaya,female,1938-05-22T00:00:00Z,Mozambique,Africa
